Time, LOAD, AID, D0,D1,D2,D3,D4,D5,D6,D7
455582, 20 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
455692, 21 % , 200, 167, 33, 39, 33, 39, 33, 128, 0
455772, 23 % , 200, 167, 30, 39, 30, 39, 30, 128, 0
455902, 25 % , 201, 3, 31, 64, 100, 6, 250, 0, 0
456012, 25 % , 231, 0, 50, 1, 0, 0, 0, 128, 0
456218, 25 % , 200, 167, 37, 39, 37, 39, 37, 128, 0
456298, 27 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
456686, 27 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
456761, 27 % , 200, 167, 38, 39, 38, 39, 38, 128, 0
456832, 27 % , 200, 167, 38, 39, 38, 39, 38, 128, 0
456931, 27 % , 200, 167, 37, 39, 37, 39, 37, 128, 0
457081, 28 % , 200, 167, 37, 39, 37, 39, 37, 128, 0
457170, 28 % , 200, 167, 37, 39, 37, 39, 37, 128, 0
457304, 28 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
457389, 28 % , 228, 0, 0, 0, 0, 0, 156, 80, 0
457571, 28 % , 201, 2, 252, 63, 16, 6, 190, 0, 0
457717, 28 % , 201, 3, 12, 64, 200, 6, 160, 0, 0
457790, 28 % , 201, 3, 3, 63, 16, 6, 155, 0, 0
457904, 28 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
458160, 29 % , 200, 167, 37, 39, 37, 39, 37, 128, 0
458260, 29 % , 200, 167, 38, 39, 38, 39, 38, 128, 0
458420, 29 % , 200, 167, 39, 39, 39, 39, 39, 128, 0
458640, 29 % , 201, 2, 251, 64, 0, 6, 127, 0, 0
458761, 29 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
458904, 29 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
459039, 29 % , 201, 2, 240, 64, 40, 6, 119, 0, 0
459150, 29 % , 200, 167, 40, 39, 40, 39, 40, 128, 0
459369, 29 % , 201, 2, 238, 63, 136, 6, 112, 0, 0
459516, 29 % , 420, 125, 129, 67, 0, 0, 0, 0, 0
459612, 29 % , 430, 186, 19, 4, 76, 0, 0, 0, 0
459703, 29 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
459789, 30 % , 201, 2, 234, 63, 156, 6, 95, 0, 0
459858, 30 % , 200, 167, 41, 39, 41, 39, 41, 128, 0
459949, 30 % , 201, 2, 232, 63, 196, 6, 97, 0, 0
460115, 30 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
460198, 30 % , 201, 2, 235, 64, 60, 6, 86, 0, 0
460299, 30 % , 200, 167, 41, 39, 41, 39, 41, 128, 0
460578, 30 % , 201, 2, 230, 64, 140, 6, 91, 0, 0
460818, 30 % , 201, 2, 228, 63, 156, 6, 84, 0, 0
460906, 30 % , 430, 186, 19, 63, 156, 6, 84, 0, 0
461003, 30 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
461068, 30 % , 201, 2, 222, 63, 196, 6, 77, 0, 0
461168, 30 % , 200, 167, 42, 39, 42, 39, 42, 128, 0
461538, 30 % , 200, 167, 42, 39, 42, 39, 42, 128, 0
461893, 30 % , 200, 167, 42, 39, 42, 39, 42, 128, 0
462168, 30 % , 201, 2, 204, 64, 20, 6, 44, 0, 0
462273, 30 % , 200, 167, 42, 39, 42, 39, 42, 128, 0
462363, 30 % , 200, 167, 43, 39, 43, 39, 43, 128, 0
462457, 30 % , 201, 2, 196, 63, 176, 6, 15, 0, 0
462647, 31 % , 201, 2, 189, 63, 96, 6, 9, 0, 0
462727, 31 % , 201, 2, 181, 63, 96, 6, 4, 0, 0
462853, 31 % , 201, 2, 185, 64, 0, 6, 1, 0, 0
463186, 32 % , 201, 2, 168, 64, 20, 5, 225, 0, 0
463327, 33 % , 201, 2, 163, 63, 156, 5, 218, 2, 0
463462, 35 % , 200, 167, 47, 39, 47, 39, 47, 128, 0
463602, 37 % , 200, 167, 50, 39, 50, 39, 50, 128, 0
463732, 38 % , 200, 167, 53, 39, 53, 39, 53, 128, 0
463833, 39 % , 200, 167, 54, 39, 54, 39, 54, 128, 0
463922, 39 % , 200, 167, 55, 39, 55, 39, 55, 128, 0
464012, 40 % , 200, 167, 56, 39, 56, 39, 56, 128, 0
464086, 40 % , 201, 2, 146, 63, 196, 5, 168, 2, 0
464182, 40 % , 201, 2, 148, 64, 20, 5, 170, 2, 0
464282, 41 % , 201, 2, 144, 63, 216, 5, 168, 2, 0
464355, 41 % , 200, 167, 59, 39, 59, 39, 59, 128, 0
464461, 42 % , 201, 2, 147, 64, 20, 5, 162, 3, 0
464551, 42 % , 201, 2, 148, 63, 196, 5, 162, 2, 0
464642, 43 % , 201, 2, 151, 64, 40, 5, 164, 2, 0
464706, 43 % , 4EA, 0, 151, 64, 40, 5, 164, 2, 0
464806, 42 % , 4EA, 0, 0, 0, 0, 0, 0, 0, 0
464902, 42 % , 201, 2, 147, 63, 156, 5, 171, 2, 0
465011, 42 % , 201, 2, 154, 64, 100, 5, 171, 2, 0
465105, 42 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
465202, 42 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
465292, 42 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
465475, 42 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
465601, 41 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
465731, 41 % , 201, 2, 163, 63, 236, 5, 199, 2, 0
466006, 41 % , 420, 126, 13, 76, 0, 0, 0, 0, 0
466111, 41 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
466184, 41 % , 200, 167, 62, 39, 62, 39, 62, 128, 0
466254, 40 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
466361, 40 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
466600, 40 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
466711, 40 % , 420, 126, 27, 78, 0, 0, 0, 0, 0
466983, 40 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
467110, 39 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
467503, 38 % , 201, 2, 197, 64, 0, 6, 12, 2, 0
467710, 38 % , 4EA, 0, 65, 4, 98, 0, 0, 0, 0
467787, 38 % , 200, 167, 57, 39, 57, 39, 57, 128, 0
467910, 37 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
467995, 37 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
468133, 36 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
469002, 33 % , 201, 2, 209, 63, 176, 6, 46, 1, 0
469341, 32 % , 201, 2, 210, 63, 216, 6, 49, 1, 0
469609, 32 % , 420, 126, 90, 82, 0, 0, 0, 0, 0
469727, 32 % , 200, 167, 46, 39, 46, 39, 46, 128, 0
469790, 32 % , 200, 167, 46, 39, 46, 39, 46, 128, 0
470301, 30 % , 201, 2, 207, 64, 0, 6, 40, 1, 0
470668, 30 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
470827, 30 % , 200, 167, 44, 39, 44, 39, 44, 128, 0
470890, 30 % , 200, 167, 44, 39, 44, 39, 44, 128, 0
471197, 29 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
471350, 29 % , 201, 2, 204, 64, 60, 6, 27, 1, 0
471455, 29 % , 200, 167, 40, 39, 40, 39, 40, 128, 0
471519, 29 % , 200, 167, 40, 39, 40, 39, 40, 128, 0
471616, 28 % , 200, 167, 39, 39, 39, 39, 39, 128, 0
471680, 28 % , 200, 167, 39, 39, 39, 39, 39, 128, 0
471969, 28 % , 201, 2, 200, 63, 236, 6, 16, 0, 0
472066, 27 % , 200, 167, 37, 39, 37, 39, 37, 128, 0
472306, 27 % , 4EA, 0, 65, 4, 70, 0, 0, 0, 0
472406, 27 % , 201, 2, 184, 63, 176, 5, 252, 0, 0
472779, 27 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
472849, 27 % , 201, 2, 182, 64, 40, 5, 239, 0, 0
473480, 27 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
473834, 27 % , 200, 167, 34, 39, 34, 39, 34, 128, 0
474344, 27 % , 201, 2, 148, 63, 196, 5, 185, 0, 0
474644, 27 % , 200, 167, 35, 39, 35, 39, 35, 128, 0
474707, 27 % , 201, 2, 145, 63, 156, 5, 168, 0, 0
474843, 27 % , 200, 167, 35, 39, 35, 39, 35, 128, 0
475043, 27 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
475107, 28 % , 200, 167, 35, 39, 35, 39, 35, 128, 0
475243, 28 % , 200, 167, 35, 39, 35, 39, 35, 128, 0
475307, 28 % , 201, 2, 130, 64, 20, 5, 129, 0, 0
475483, 28 % , 200, 167, 36, 39, 36, 39, 36, 128, 0
475683, 28 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
475923, 28 % , 200, 167, 32, 39, 32, 39, 32, 128, 0
475985, 29 % , 200, 167, 33, 39, 33, 39, 33, 128, 0
476123, 29 % , 201, 2, 115, 63, 196, 5, 100, 0, 0
476356, 29 % , 201, 2, 102, 63, 136, 5, 87, 0, 0
476485, 29 % , 200, 167, 36, 39, 36, 39, 36, 128, 0
476575, 29 % , 201, 2, 105, 63, 116, 5, 78, 1, 0
476646, 30 % , 228, 0, 0, 0, 0, 5, 78, 1, 0
476746, 31 % , 201, 2, 107, 63, 236, 5, 69, 1, 0
476847, 31 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
476915, 33 % , 200, 167, 44, 39, 44, 39, 44, 128, 0
476996, 34 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
477135, 35 % , 201, 2, 102, 64, 120, 5, 59, 2, 0
477335, 36 % , 201, 2, 100, 64, 80, 5, 58, 2, 0
477475, 36 % , 200, 167, 52, 39, 52, 39, 52, 128, 0
477545, 37 % , 201, 2, 98, 63, 196, 5, 54, 2, 0
477696, 37 % , 420, 127, 1, 92, 0, 0, 0, 0, 0
477785, 37 % , 200, 167, 54, 39, 54, 39, 54, 128, 0
477854, 37 % , 201, 2, 106, 64, 40, 5, 62, 2, 0
478034, 38 % , 200, 167, 54, 39, 54, 39, 54, 128, 0
478194, 39 % , 201, 2, 105, 64, 40, 5, 69, 3, 0
478274, 40 % , 228, 0, 0, 0, 0, 5, 69, 3, 0
478385, 40 % , 201, 2, 105, 63, 196, 5, 74, 3, 0
478564, 40 % , 200, 167, 59, 39, 59, 39, 59, 128, 0
478895, 39 % , 201, 2, 120, 64, 80, 5, 94, 2, 0
478994, 38 % , 200, 167, 56, 39, 56, 39, 56, 128, 0
479068, 38 % , 228, 0, 0, 0, 0, 39, 56, 128, 0
479254, 37 % , 201, 2, 121, 63, 216, 5, 109, 2, 0
479623, 36 % , 201, 2, 129, 63, 196, 5, 113, 2, 0
479710, 36 % , 200, 167, 52, 39, 52, 39, 52, 128, 0
479903, 36 % , 201, 2, 131, 64, 40, 5, 127, 2, 0
480023, 36 % , 200, 167, 52, 39, 52, 39, 52, 128, 0
480103, 36 % , 201, 2, 125, 63, 216, 5, 124, 2, 0
480344, 35 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
480553, 35 % , 201, 2, 118, 63, 236, 5, 112, 1, 0
480843, 35 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
480994, 35 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
481123, 34 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
481193, 34 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
481342, 34 % , 201, 2, 110, 63, 236, 5, 87, 1, 0
481602, 34 % , 201, 2, 110, 64, 0, 5, 83, 0, 0
482022, 32 % , 201, 2, 102, 63, 236, 5, 73, 0, 0
482531, 40 % , 201, 2, 157, 66, 68, 5, 33, 0, 0
482721, 33 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
482810, 30 % , 201, 3, 204, 67, 192, 5, 13, 0, 0
483011, 25 % , 201, 3, 217, 64, 180, 5, 1, 0, 0
483122, 23 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
483201, 21 % , 201, 4, 21, 65, 4, 4, 240, 0, 0
483346, 20 % , 200, 167, 32, 39, 32, 39, 32, 128, 0
483440, 20 % , 201, 4, 10, 63, 236, 4, 216, 0, 0
483690, 19 % , 201, 3, 219, 63, 156, 4, 167, 0, 0
483789, 19 % , 200, 167, 18, 39, 18, 39, 18, 128, 0
484017, 21 % , 201, 3, 76, 62, 232, 4, 91, 0, 0
484106, 22 % , 200, 167, 29, 39, 29, 39, 29, 128, 0
484170, 22 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
484240, 23 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
484360, 24 % , 201, 3, 18, 63, 176, 4, 19, 0, 0
484570, 24 % , 201, 3, 21, 64, 20, 3, 250, 0, 0
484660, 24 % , 201, 3, 20, 64, 20, 3, 223, 0, 0
484790, 24 % , 201, 3, 24, 64, 20, 3, 213, 0, 0
484879, 24 % , 201, 3, 25, 64, 0, 3, 191, 0, 0
485245, 25 % , 201, 3, 7, 63, 236, 3, 163, 0, 0
485335, 25 % , 200, 167, 52, 39, 52, 39, 52, 128, 0
485398, 25 % , 200, 167, 53, 39, 53, 39, 53, 128, 0
485565, 25 % , 201, 3, 0, 64, 60, 3, 128, 0, 0
485655, 25 % , 200, 167, 55, 39, 55, 39, 55, 128, 0
485798, 25 % , 201, 3, 10, 63, 236, 3, 100, 0, 0
485868, 25 % , 200, 167, 54, 39, 54, 39, 54, 128, 0
485995, 25 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
486085, 25 % , 201, 3, 30, 64, 60, 3, 77, 0, 0
486174, 25 % , 201, 3, 29, 63, 196, 3, 68, 0, 0
486248, 25 % , 200, 167, 42, 39, 42, 39, 42, 128, 0
486354, 25 % , 201, 3, 35, 63, 236, 3, 51, 0, 0
486464, 24 % , 201, 3, 25, 63, 116, 3, 34, 0, 0
486528, 24 % , 200, 167, 42, 39, 42, 39, 42, 128, 0
486624, 24 % , 200, 167, 42, 39, 42, 39, 42, 128, 0
486699, 24 % , 231, 1, 28, 1, 0, 0, 0, 192, 0
486777, 24 % , 200, 167, 44, 39, 44, 39, 44, 128, 0
486864, 24 % , 231, 1, 27, 1, 0, 0, 0, 192, 0
486974, 24 % , 201, 3, 3, 63, 216, 2, 254, 0, 0
487274, 25 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
487364, 25 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
487494, 32 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
487617, 36 % , 201, 3, 12, 64, 200, 2, 203, 9, 0
487688, 41 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
487794, 44 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
487876, 45 % , 200, 167, 161, 39, 161, 39, 161, 128, 0
487995, 45 % , 4F4, 66, 75, 49, 50, 70, 57, 52, 49
488361, 42 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
488526, 38 % , 201, 3, 181, 63, 36, 2, 216, 2, 0
488673, 32 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
488756, 31 % , 201, 3, 10, 58, 156, 2, 233, 0, 0
488876, 30 % , 201, 2, 116, 55, 144, 3, 0, 0, 0
488996, 30 % , 201, 1, 232, 58, 176, 3, 9, 0, 0
489106, 30 % , 231, 0, 182, 1, 0, 0, 0, 192, 0
489236, 48 % , 201, 2, 94, 66, 68, 3, 41, 0, 0
489693, 42 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
489776, 38 % , 201, 3, 201, 71, 208, 3, 103, 0, 0
489856, 33 % , 200, 167, 89, 39, 89, 39, 89, 128, 0
490292, 22 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
490355, 21 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
490585, 23 % , 200, 167, 31, 39, 31, 39, 31, 128, 0
490874, 23 % , 201, 3, 43, 63, 176, 3, 92, 0, 0
490954, 24 % , 201, 3, 26, 62, 172, 3, 85, 0, 0
491375, 28 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
491515, 27 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
491734, 27 % , 201, 3, 49, 64, 80, 3, 16, 0, 0
491874, 26 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
491957, 25 % , 201, 3, 52, 63, 216, 2, 232, 0, 0
492114, 25 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
492291, 24 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
492580, 25 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
492764, 26 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
492940, 26 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
493029, 26 % , 201, 3, 11, 64, 240, 2, 77, 0, 0
493119, 26 % , 200, 167, 56, 39, 56, 39, 56, 128, 0
493249, 26 % , 200, 167, 53, 39, 53, 39, 53, 128, 0
493332, 25 % , 200, 167, 51, 39, 51, 39, 51, 128, 0
493428, 25 % , 200, 167, 49, 39, 49, 39, 49, 128, 0
493790, 24 % , 420, 128, 227, 114, 0, 0, 0, 0, 0
493857, 24 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
494012, 24 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
494108, 24 % , 200, 167, 46, 39, 46, 39, 46, 128, 0
494389, 24 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
494789, 25 % , 420, 128, 231, 115, 0, 0, 0, 0, 0
495028, 25 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
495288, 25 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
495351, 25 % , 201, 3, 1, 64, 0, 0, 0, 0, 0
495488, 25 % , 201, 3, 2, 64, 0, 0, 0, 0, 0
495788, 24 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
496047, 24 % , 201, 2, 240, 63, 196, 0, 0, 0, 0
496326, 26 % , 201, 2, 223, 63, 216, 0, 0, 0, 0
496626, 25 % , 200, 167, 50, 39, 50, 39, 50, 128, 0
496690, 25 % , 200, 167, 49, 39, 49, 39, 49, 128, 0
496760, 25 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
496896, 25 % , 200, 167, 43, 39, 43, 39, 43, 128, 0
497136, 25 % , 201, 2, 228, 64, 20, 0, 0, 0, 0
497200, 25 % , 201, 2, 227, 63, 236, 0, 0, 0, 0
497336, 26 % , 200, 167, 36, 39, 36, 39, 36, 128, 0
497615, 37 % , 200, 167, 22, 39, 22, 39, 22, 128, 0
497680, 47 % , 420, 128, 231, 119, 0, 0, 0, 0, 0
497836, 86 % , 200, 168, 22, 40, 22, 40, 22, 128, 0
497979, 94 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
498180, 84 % , 420, 128, 231, 121, 0, 0, 0, 0, 0
498248, 82 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
498319, 81 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
498388, 81 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
498468, 80 % , 201, 4, 175, 64, 240, 0, 0, 21, 0
498558, 76 % , 201, 4, 185, 64, 140, 0, 0, 19, 0
498638, 74 % , 200, 167, 180, 39, 180, 39, 180, 128, 0
498727, 70 % , 200, 167, 148, 39, 148, 39, 148, 128, 0
498909, 56 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
499118, 36 % , 200, 167, 61, 39, 61, 39, 61, 128, 0
499306, 23 % , 430, 186, 19, 4, 61, 0, 0, 0, 0
499367, 23 % , 201, 6, 212, 64, 220, 0, 40, 0, 0
499524, 16 % , 201, 6, 167, 61, 228, 0, 77, 0, 0
499588, 16 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
499678, 16 % , 228, 0, 2, 0, 0, 0, 0, 128, 0
500008, 16 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
500087, 16 % , 201, 4, 169, 61, 68, 0, 145, 0, 0
500157, 17 % , 201, 4, 151, 62, 152, 0, 145, 0, 0
500227, 18 % , 201, 4, 104, 61, 108, 0, 145, 0, 0
500347, 18 % , 201, 4, 38, 62, 12, 0, 200, 0, 0
500642, 21 % , 200, 167, 18, 39, 18, 39, 18, 128, 0
500803, 24 % , 200, 167, 35, 39, 35, 39, 35, 128, 0
501047, 26 % , 201, 3, 68, 64, 20, 0, 0, 0, 0
501178, 26 % , 4EA, 0, 65, 4, 68, 0, 0, 0, 0
501326, 26 % , 201, 3, 67, 64, 20, 0, 0, 0, 0
501451, 27 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
501552, 27 % , 200, 167, 44, 39, 44, 39, 44, 128, 0
501616, 27 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
501686, 27 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
501767, 27 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
501946, 27 % , 201, 3, 65, 63, 236, 0, 0, 0, 0
502166, 27 % , 201, 3, 61, 63, 236, 0, 0, 0, 0
502326, 27 % , 201, 3, 58, 63, 236, 0, 0, 0, 0
502525, 27 % , 200, 167, 45, 39, 45, 39, 45, 128, 0
502605, 27 % , 201, 3, 53, 63, 236, 0, 0, 0, 0
502700, 27 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
502815, 27 % , 201, 3, 44, 63, 216, 0, 0, 0, 0
502956, 27 % , 201, 3, 39, 63, 216, 0, 0, 0, 0
503095, 27 % , 201, 3, 34, 63, 216, 0, 0, 0, 0
503274, 27 % , 200, 167, 47, 39, 47, 39, 47, 128, 0
503375, 27 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
503555, 27 % , 201, 3, 24, 63, 216, 0, 0, 0, 0
503674, 27 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
504125, 27 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
504443, 29 % , 201, 2, 255, 63, 236, 0, 0, 0, 0
504564, 29 % , 201, 2, 250, 63, 216, 0, 0, 0, 0
504643, 29 % , 200, 167, 41, 39, 41, 39, 41, 128, 0
504714, 30 % , 201, 2, 242, 63, 196, 0, 0, 3, 0
504983, 82 % , 201, 2, 221, 63, 236, 0, 0, 22, 0
505230, 85 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
505349, 81 % , 200, 167, 198, 39, 198, 39, 198, 128, 0
505413, 81 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
505613, 79 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
505682, 77 % , 201, 5, 24, 61, 208, 0, 0, 17, 0
505783, 71 % , 200, 167, 141, 39, 141, 39, 141, 128, 0
505882, 67 % , 200, 167, 116, 39, 116, 39, 116, 128, 0
506238, 72 % , 200, 167, 177, 39, 177, 39, 177, 128, 0
506473, 74 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
506782, 52 % , 201, 4, 58, 68, 16, 0, 107, 0, 0
506911, 39 % , 201, 5, 89, 76, 28, 0, 107, 0, 0
507182, 23 % , 201, 6, 182, 68, 36, 0, 223, 0, 0
507268, 20 % , 200, 167, 17, 39, 17, 39, 17, 128, 0
507568, 14 % , 201, 6, 123, 59, 120, 1, 143, 0, 0
507658, 14 % , 201, 6, 15, 57, 72, 1, 143, 0, 0
507757, 14 % , 200, 166, 250, 38, 250, 38, 250, 128, 0
507887, 16 % , 200, 167, 13, 39, 13, 39, 13, 128, 0
507977, 18 % , 201, 3, 234, 60, 164, 1, 202, 1, 0
508087, 22 % , 200, 167, 38, 39, 38, 39, 38, 128, 0
508177, 25 % , 201, 2, 223, 59, 160, 1, 208, 3, 0
508267, 27 % , 201, 2, 105, 59, 80, 1, 208, 3, 0
508331, 30 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
508427, 36 % , 201, 2, 3, 64, 200, 1, 210, 3, 0
508490, 38 % , 200, 167, 105, 39, 105, 39, 105, 128, 0
508650, 40 % , 201, 2, 122, 67, 72, 1, 211, 0, 0
508767, 39 % , 201, 3, 0, 69, 180, 1, 207, 0, 0
508887, 36 % , 201, 3, 111, 66, 208, 1, 212, 0, 0
508977, 34 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
509090, 32 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
509206, 32 % , 201, 4, 176, 67, 212, 1, 209, 7, 0
509317, 33 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
509429, 34 % , 200, 167, 113, 39, 113, 39, 113, 128, 0
509526, 33 % , 200, 167, 110, 39, 110, 39, 110, 128, 0
509626, 32 % , 200, 167, 104, 39, 104, 39, 104, 128, 0
509689, 31 % , 200, 167, 100, 39, 100, 39, 100, 128, 0
509827, 30 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
509890, 30 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
509977, 29 % , 420, 129, 252, 152, 0, 0, 0, 0, 0
510106, 29 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
510196, 29 % , 201, 6, 95, 63, 196, 1, 170, 7, 0
510306, 28 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
510369, 29 % , 420, 129, 254, 153, 0, 0, 0, 0, 0
510459, 29 % , 201, 6, 54, 62, 252, 1, 169, 7, 0
510706, 29 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
510977, 28 % , 4F0, 20, 36, 18, 255, 255, 80, 0, 0
511159, 23 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
511293, 21 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
511475, 21 % , 420, 129, 7, 156, 0, 0, 0, 0, 0
511625, 23 % , 4EA, 0, 65, 4, 58, 0, 0, 0, 0
511775, 26 % , 420, 129, 9, 156, 0, 0, 0, 0, 0
511853, 28 % , 201, 3, 17, 62, 72, 2, 46, 0, 0
512043, 32 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
512254, 32 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
512688, 30 % , 201, 3, 142, 64, 100, 1, 252, 0, 0
512974, 29 % , 420, 129, 18, 158, 0, 0, 0, 0, 0
513124, 29 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
513243, 29 % , 200, 167, 58, 39, 58, 39, 58, 128, 0
513374, 30 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
513441, 30 % , 228, 0, 2, 0, 0, 0, 0, 128, 0
513519, 30 % , 201, 3, 1, 63, 156, 1, 166, 0, 0
513586, 30 % , 200, 167, 69, 39, 69, 39, 69, 128, 0
513722, 30 % , 200, 167, 68, 39, 68, 39, 68, 128, 0
514003, 30 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
514247, 30 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
514342, 30 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
514596, 30 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
514766, 30 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
514902, 30 % , 200, 167, 63, 39, 63, 39, 63, 128, 0
515052, 30 % , 200, 167, 64, 39, 64, 39, 64, 128, 0
515203, 30 % , 430, 186, 17, 39, 64, 39, 64, 128, 0
515341, 30 % , 200, 167, 64, 39, 64, 39, 64, 128, 0
515596, 30 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
515701, 30 % , 200, 167, 65, 39, 65, 39, 65, 128, 0
515965, 30 % , 4F0, 20, 36, 18, 255, 255, 80, 0, 0
516061, 30 % , 201, 2, 212, 64, 0, 0, 0, 0, 0
516304, 30 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
516401, 30 % , 201, 2, 216, 64, 20, 0, 0, 0, 0
516487, 30 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
516624, 30 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
516694, 30 % , 201, 2, 218, 64, 0, 0, 0, 0, 0
516965, 30 % , 420, 130, 26, 164, 0, 0, 0, 0, 0
517060, 30 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
