Time, LOAD, AID, D0,D1,D2,D3,D4,D5,D6,D7
142791, 46 % , 201, 7, 197, 63, 96, 23, 4, 15, 0
143273, 45 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
143475, 45 % , 200, 167, 72, 39, 72, 39, 72, 128, 0
143556, 45 % , 228, 0, 0, 0, 0, 39, 72, 128, 0
143856, 42 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
144036, 41 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
144212, 40 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
144752, 30 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
144855, 29 % , 201, 7, 139, 63, 196, 22, 88, 8, 0
144951, 29 % , 200, 167, 41, 39, 41, 39, 41, 128, 0
145051, 28 % , 200, 167, 40, 39, 40, 39, 40, 128, 0
145155, 28 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
145251, 28 % , 200, 167, 40, 39, 40, 39, 40, 128, 0
145329, 28 % , 228, 0, 0, 0, 0, 39, 40, 128, 0
145431, 28 % , 200, 167, 39, 39, 39, 39, 39, 128, 0
145712, 28 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
145773, 28 % , 200, 167, 39, 39, 39, 39, 39, 128, 0
145994, 28 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
146221, 28 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
146440, 28 % , 201, 7, 4, 64, 80, 20, 197, 8, 0
146741, 28 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
146870, 29 % , 200, 167, 39, 39, 39, 39, 39, 128, 0
147190, 29 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
147263, 30 % , 200, 167, 42, 39, 42, 39, 42, 128, 0
147589, 30 % , 200, 167, 41, 39, 41, 39, 41, 128, 0
147948, 30 % , 200, 167, 41, 39, 41, 39, 41, 128, 0
148059, 28 % , 201, 6, 112, 63, 236, 19, 21, 2, 0
148122, 24 % , 200, 167, 29, 39, 29, 39, 29, 128, 0
148718, 14 % , 200, 167, 17, 39, 17, 39, 17, 128, 0
148998, 14 % , 200, 167, 17, 39, 17, 39, 17, 128, 0
149527, 19 % , 200, 167, 20, 39, 20, 39, 20, 128, 0
149592, 20 % , 231, 0, 73, 1, 0, 0, 0, 192, 0
149726, 21 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
149941, 24 % , 200, 167, 24, 39, 24, 39, 24, 128, 0
150220, 27 % , 200, 167, 27, 39, 27, 39, 27, 128, 0
150640, 26 % , 201, 3, 8, 64, 100, 15, 116, 0, 0
150730, 27 % , 201, 3, 13, 64, 100, 15, 92, 0, 0
150801, 27 % , 231, 80, 76, 1, 0, 0, 0, 128, 0
150890, 26 % , 201, 3, 39, 64, 120, 15, 27, 0, 0
151070, 25 % , 200, 167, 24, 39, 24, 39, 24, 128, 0
151160, 25 % , 201, 3, 21, 63, 76, 14, 193, 0, 0
151270, 25 % , 201, 3, 9, 63, 56, 14, 152, 0, 0
151350, 26 % , 200, 167, 25, 39, 25, 39, 25, 128, 0
151449, 26 % , 200, 167, 26, 39, 26, 39, 26, 128, 0
151524, 27 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
151629, 27 % , 200, 167, 26, 39, 26, 39, 26, 128, 0
151800, 26 % , 231, 80, 76, 1, 0, 0, 0, 128, 0
151900, 26 % , 201, 3, 30, 63, 236, 13, 196, 0, 0
152030, 26 % , 201, 3, 28, 63, 136, 13, 160, 0, 0
152099, 26 % , 231, 80, 76, 1, 0, 0, 0, 128, 0
152200, 26 % , 201, 3, 43, 64, 80, 13, 97, 0, 0
152320, 26 % , 201, 3, 32, 63, 136, 13, 49, 0, 0
152439, 26 % , 201, 3, 28, 63, 236, 13, 6, 0, 0
152509, 26 % , 200, 167, 25, 39, 25, 39, 25, 128, 0
152699, 27 % , 201, 3, 10, 64, 20, 12, 78, 0, 0
152845, 28 % , 200, 167, 26, 39, 26, 39, 26, 128, 0
153067, 27 % , 430, 186, 18, 4, 70, 0, 0, 0, 0
153248, 27 % , 231, 0, 87, 1, 0, 0, 0, 192, 0
153359, 27 % , 231, 0, 92, 1, 0, 0, 0, 192, 0
153448, 27 % , 201, 3, 39, 64, 40, 9, 91, 0, 0
153535, 27 % , 201, 3, 37, 63, 156, 9, 11, 0, 0
153637, 27 % , 200, 167, 28, 39, 28, 39, 28, 128, 0
153858, 27 % , 201, 3, 30, 63, 196, 7, 133, 0, 0
153945, 27 % , 201, 3, 37, 64, 60, 7, 78, 0, 0
154067, 27 % , 201, 3, 37, 64, 140, 6, 191, 0, 0
154187, 27 % , 201, 3, 48, 64, 100, 6, 120, 0, 0
154353, 27 % , 200, 167, 31, 39, 31, 39, 31, 128, 0
154527, 27 % , 201, 3, 54, 64, 80, 5, 149, 0, 0
154668, 27 % , 430, 187, 18, 4, 70, 0, 0, 0, 0
154887, 27 % , 201, 3, 47, 64, 80, 4, 235, 0, 0
154951, 27 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
155017, 27 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
155117, 27 % , 201, 3, 44, 64, 20, 4, 119, 0, 0
155337, 27 % , 201, 3, 46, 64, 120, 4, 22, 0, 0
155593, 27 % , 201, 3, 60, 63, 196, 3, 183, 0, 0
155836, 27 % , 201, 3, 51, 63, 196, 3, 122, 0, 0
156066, 27 % , 201, 3, 57, 64, 20, 3, 46, 0, 0
156176, 27 % , 200, 167, 47, 39, 47, 39, 47, 128, 0
156446, 26 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
156616, 33 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
156756, 73 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
156843, 100 % , 200, 168, 31, 40, 31, 40, 31, 128, 0
157006, 100 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
157106, 100 % , 200, 168, 160, 40, 160, 40, 160, 128, 0
157212, 99 % , 201, 6, 182, 68, 236, 1, 145, 133, 0
157312, 99 % , 201, 7, 36, 68, 36, 1, 117, 135, 0
157375, 99 % , 200, 168, 191, 40, 191, 40, 191, 128, 0
157445, 100 % , 200, 168, 199, 40, 199, 40, 199, 128, 0
157562, 100 % , 200, 168, 205, 40, 205, 40, 205, 128, 0
157772, 100 % , 200, 168, 213, 40, 213, 40, 213, 128, 0
157845, 98 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
157931, 92 % , 201, 9, 196, 68, 96, 1, 238, 48, 0
158024, 82 % , 201, 10, 8, 65, 224, 2, 120, 34, 0
158296, 78 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
158494, 65 % , 201, 11, 61, 64, 120, 4, 49, 25, 0
158704, 62 % , 201, 10, 236, 61, 188, 4, 233, 20, 0
158870, 51 % , 201, 10, 89, 58, 116, 5, 152, 14, 0
158960, 47 % , 200, 167, 197, 39, 197, 39, 197, 128, 0
159050, 45 % , 200, 167, 190, 39, 190, 39, 190, 128, 0
159140, 43 % , 200, 167, 186, 39, 186, 39, 186, 128, 0
159294, 48 % , 201, 7, 229, 69, 100, 6, 195, 15, 0
159440, 61 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
159569, 63 % , 200, 168, 56, 40, 56, 40, 56, 128, 0
159660, 63 % , 201, 8, 183, 65, 44, 7, 167, 22, 0
159779, 68 % , 201, 9, 80, 70, 224, 7, 174, 23, 0
159890, 67 % , 201, 9, 200, 65, 104, 7, 253, 23, 0
159980, 65 % , 201, 9, 183, 62, 252, 8, 56, 23, 0
160144, 63 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
160250, 62 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
160332, 62 % , 201, 10, 160, 64, 60, 9, 1, 23, 0
160419, 62 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
160529, 64 % , 201, 11, 15, 67, 232, 9, 76, 26, 0
160593, 64 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
160739, 67 % , 201, 11, 174, 65, 24, 9, 232, 27, 0
160822, 66 % , 200, 168, 66, 40, 66, 40, 66, 128, 0
160967, 66 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
161119, 65 % , 201, 12, 216, 66, 248, 10, 174, 28, 0
161249, 63 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
161342, 62 % , 201, 13, 107, 66, 228, 11, 99, 27, 0
161436, 57 % , 200, 168, 18, 40, 18, 40, 18, 128, 0
161539, 35 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
161615, 21 % , 200, 166, 242, 38, 242, 38, 242, 128, 0
161748, 12 % , 231, 1, 58, 1, 0, 0, 0, 192, 0
161838, 9 % , 201, 12, 155, 59, 60, 12, 52, 0, 0
161902, 8 % , 231, 1, 32, 1, 0, 0, 0, 192, 0
162038, 12 % , 201, 11, 163, 60, 24, 12, 18, 22, 0
162149, 56 % , 4EA, 0, 65, 4, 133, 0, 0, 0, 0
162221, 100 % , 200, 169, 0, 41, 0, 41, 0, 128, 0
162297, 100 % , 200, 168, 56, 40, 56, 40, 56, 128, 0
162492, 100 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
162621, 98 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
162749, 97 % , 4EA, 0, 65, 4, 249, 0, 0, 0, 0
162866, 99 % , 430, 174, 25, 4, 253, 0, 0, 0, 0
163048, 99 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
163218, 98 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
163407, 98 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
163501, 98 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
163610, 97 % , 200, 168, 12, 40, 12, 40, 12, 128, 0
163801, 96 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
163870, 96 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
164097, 94 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
164187, 91 % , 201, 11, 113, 66, 188, 17, 120, 65, 0
164264, 88 % , 201, 11, 142, 65, 4, 17, 175, 50, 0
164389, 68 % , 201, 11, 174, 65, 44, 18, 8, 3, 0
164540, 33 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
164819, 12 % , 201, 10, 251, 59, 0, 18, 91, 0, 0
165037, 10 % , 231, 0, 157, 1, 0, 0, 0, 192, 0
165226, 37 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
165399, 49 % , 231, 0, 143, 1, 0, 0, 0, 192, 0
165509, 58 % , 201, 8, 158, 59, 60, 18, 130, 21, 0
165969, 46 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
166039, 39 % , 420, 125, 104, 57, 0, 0, 0, 0, 0
166148, 32 % , 201, 8, 168, 63, 176, 19, 12, 6, 0
166514, 25 % , 200, 167, 36, 39, 36, 39, 36, 128, 0
166688, 23 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
166784, 23 % , 200, 167, 32, 39, 32, 39, 32, 128, 0
166857, 23 % , 200, 167, 32, 39, 32, 39, 32, 128, 0
166953, 23 % , 200, 167, 32, 39, 32, 39, 32, 128, 0
167084, 23 % , 200, 167, 32, 39, 32, 39, 32, 128, 0
167162, 23 % , 228, 0, 0, 0, 0, 39, 32, 128, 0
167368, 24 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
167544, 24 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
167607, 24 % , 200, 167, 34, 39, 34, 39, 34, 128, 0
167704, 24 % , 201, 8, 183, 64, 220, 18, 250, 7, 0
167808, 24 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
167876, 24 % , 200, 167, 34, 39, 34, 39, 34, 128, 0
167984, 24 % , 201, 8, 171, 63, 76, 19, 18, 8, 0
168073, 25 % , 200, 167, 38, 39, 38, 39, 38, 128, 0
168433, 25 % , 200, 167, 38, 39, 38, 39, 38, 128, 0
168497, 25 % , 201, 8, 159, 62, 152, 18, 244, 8, 0
168673, 25 % , 200, 167, 38, 39, 38, 39, 38, 128, 0
168736, 25 % , 200, 167, 38, 39, 38, 39, 38, 128, 0
168872, 25 % , 201, 8, 164, 63, 116, 18, 238, 8, 0
168963, 24 % , 200, 167, 35, 39, 35, 39, 35, 128, 0
169464, 24 % , 430, 186, 19, 4, 64, 0, 0, 0, 0
169602, 24 % , 200, 167, 34, 39, 34, 39, 34, 128, 0
169675, 24 % , 201, 8, 168, 63, 76, 18, 244, 8, 0
169792, 24 % , 200, 167, 35, 39, 35, 39, 35, 128, 0
170152, 100 % , 200, 167, 210, 39, 210, 39, 210, 128, 0
170423, 100 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
170643, 100 % , 4EA, 0, 0, 0, 0, 0, 0, 0, 0
171332, 100 % , 201, 9, 189, 65, 184, 21, 15, 87, 0
171721, 60 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
171943, 61 % , 201, 10, 26, 64, 140, 21, 247, 22, 0
172174, 60 % , 200, 167, 121, 39, 121, 39, 121, 128, 0
172335, 59 % , 420, 125, 34, 104, 0, 0, 0, 0, 0
172443, 59 % , 201, 10, 80, 64, 20, 22, 123, 21, 0
172903, 54 % , 201, 10, 138, 64, 200, 22, 237, 20, 0
173054, 53 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
173243, 52 % , 200, 167, 103, 39, 103, 39, 103, 128, 0
173369, 49 % , 200, 167, 98, 39, 98, 39, 98, 128, 0
173534, 44 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
173692, 27 % , 201, 10, 174, 62, 212, 23, 140, 0, 0
173843, 15 % , 201, 10, 82, 61, 168, 23, 100, 0, 0
174043, 9 % , 201, 9, 103, 57, 252, 23, 127, 0, 0
174222, 8 % , 201, 8, 172, 60, 124, 23, 111, 0, 0
174492, 25 % , 201, 7, 188, 60, 124, 23, 97, 15, 0
174613, 37 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
174732, 42 % , 201, 7, 217, 57, 252, 23, 115, 15, 0
174882, 45 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
175141, 38 % , 201, 7, 239, 64, 60, 23, 78, 9, 0
175268, 34 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
175591, 25 % , 200, 167, 34, 39, 34, 39, 34, 128, 0
175681, 24 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
175854, 21 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
176063, 20 % , 430, 186, 19, 0, 0, 0, 0, 0, 0
176240, 19 % , 201, 7, 196, 64, 240, 22, 239, 5, 0
176311, 19 % , 201, 7, 202, 64, 120, 22, 243, 5, 0
176431, 19 % , 201, 7, 168, 63, 156, 22, 225, 5, 0
176641, 19 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
176771, 19 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
176963, 19 % , 430, 186, 19, 4, 49, 0, 0, 0, 0
177030, 19 % , 201, 7, 172, 64, 220, 22, 147, 5, 0
177380, 18 % , 201, 7, 150, 64, 120, 22, 119, 4, 0
178054, 17 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
178638, 23 % , 201, 7, 101, 61, 188, 21, 238, 7, 0
178789, 23 % , 200, 167, 28, 39, 28, 39, 28, 128, 0
178909, 23 % , 200, 167, 28, 39, 28, 39, 28, 128, 0
179209, 20 % , 201, 7, 69, 63, 176, 21, 127, 4, 0
179408, 18 % , 201, 7, 67, 64, 120, 21, 123, 4, 0
179527, 18 % , 200, 167, 19, 39, 19, 39, 19, 128, 0
179653, 18 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
179718, 18 % , 201, 7, 38, 61, 228, 21, 81, 4, 0
179984, 17 % , 201, 7, 41, 64, 20, 21, 20, 4, 0
180074, 17 % , 200, 167, 17, 39, 17, 39, 17, 128, 0
180454, 17 % , 200, 167, 17, 39, 17, 39, 17, 128, 0
180543, 17 % , 200, 167, 17, 39, 17, 39, 17, 128, 0
180618, 17 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
180703, 17 % , 200, 167, 17, 39, 17, 39, 17, 128, 0
180793, 17 % , 200, 167, 17, 39, 17, 39, 17, 128, 0
180887, 17 % , 200, 167, 17, 39, 17, 39, 17, 128, 0
181053, 17 % , 200, 167, 17, 39, 17, 39, 17, 128, 0
181203, 18 % , 200, 167, 17, 39, 17, 39, 17, 128, 0
181293, 17 % , 200, 167, 17, 39, 17, 39, 17, 128, 0
181467, 17 % , 200, 167, 17, 39, 17, 39, 17, 128, 0
181594, 18 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
181677, 18 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
181783, 24 % , 201, 6, 192, 63, 76, 20, 0, 11, 0
181873, 29 % , 201, 6, 191, 63, 196, 19, 247, 11, 0
181963, 33 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
182072, 35 % , 200, 167, 51, 39, 51, 39, 51, 128, 0
182182, 34 % , 201, 6, 178, 63, 156, 19, 219, 8, 0
182292, 31 % , 201, 6, 172, 63, 196, 19, 197, 7, 0
182355, 29 % , 200, 167, 43, 39, 43, 39, 43, 128, 0
182443, 28 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
182533, 27 % , 228, 0, 0, 0, 0, 0, 0, 128, 0
182605, 27 % , 201, 6, 162, 64, 60, 19, 159, 6, 0
182733, 25 % , 420, 125, 84, 137, 0, 0, 0, 0, 0
182852, 24 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
182916, 23 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
183105, 25 % , 200, 167, 31, 39, 31, 39, 31, 128, 0
183225, 26 % , 200, 167, 32, 39, 32, 39, 32, 128, 0
183294, 26 % , 201, 6, 126, 63, 16, 19, 73, 7, 0
183421, 26 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
183532, 25 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
183632, 25 % , 420, 125, 146, 138, 0, 0, 0, 0, 0
183761, 25 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
184035, 25 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
184232, 25 % , 4F0, 20, 36, 18, 255, 255, 80, 0, 0
184299, 25 % , 228, 0, 0, 0, 0, 255, 80, 0, 0
184481, 22 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
184549, 22 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
185054, 20 % , 201, 6, 48, 63, 36, 18, 96, 4, 0
185146, 20 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
185324, 20 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
186363, 13 % , 231, 0, 84, 1, 0, 0, 0, 192, 0
186897, 18 % , 228, 0, 6, 0, 0, 0, 0, 0, 0
187030, 20 % , 420, 125, 109, 143, 0, 0, 0, 0, 0
187122, 21 % , 228, 0, 6, 0, 0, 0, 0, 0, 0
187296, 23 % , 228, 0, 6, 0, 0, 0, 0, 0, 0
187553, 26 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
187653, 26 % , 231, 80, 76, 1, 0, 0, 0, 128, 0
187760, 26 % , 430, 186, 19, 4, 67, 0, 0, 0, 0
187952, 25 % , 231, 80, 76, 1, 0, 0, 0, 128, 0
188122, 25 % , 231, 80, 76, 1, 0, 0, 0, 128, 0
188277, 25 % , 200, 167, 24, 39, 24, 39, 24, 128, 0
188482, 25 % , 231, 80, 76, 1, 0, 0, 0, 128, 0
188577, 26 % , 200, 167, 25, 39, 25, 39, 25, 128, 0
188667, 26 % , 200, 167, 26, 39, 26, 39, 26, 128, 0
188777, 26 % , 201, 2, 255, 64, 60, 13, 235, 0, 0
189041, 26 % , 231, 80, 76, 1, 0, 0, 0, 128, 0
189136, 25 % , 200, 167, 24, 39, 24, 39, 24, 128, 0
189200, 25 % , 200, 167, 24, 39, 24, 39, 24, 128, 0
189297, 25 % , 201, 3, 26, 64, 80, 12, 238, 0, 0
189447, 25 % , 200, 167, 24, 39, 24, 39, 24, 128, 0
189510, 25 % , 200, 167, 24, 39, 24, 39, 24, 128, 0
189617, 25 % , 201, 3, 9, 63, 236, 12, 110, 0, 0
189952, 25 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
190159, 25 % , 200, 167, 25, 39, 25, 39, 25, 128, 0
190296, 25 % , 201, 3, 0, 64, 60, 11, 98, 0, 0
190359, 26 % , 201, 3, 6, 64, 60, 11, 61, 0, 0
190496, 25 % , 201, 2, 255, 63, 116, 11, 8, 0, 0
191565, 25 % , 200, 167, 27, 39, 27, 39, 27, 128, 0
191826, 25 % , 4EA, 0, 65, 4, 66, 0, 0, 0, 0
191935, 25 % , 231, 0, 119, 1, 0, 0, 0, 192, 0
191998, 25 % , 231, 0, 120, 1, 0, 0, 0, 192, 0
192285, 25 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
192362, 25 % , 200, 167, 30, 39, 30, 39, 30, 128, 0
192489, 25 % , 231, 0, 153, 1, 0, 0, 0, 192, 0
193144, 25 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
193223, 25 % , 200, 167, 43, 39, 43, 39, 43, 128, 0
193424, 25 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
193708, 25 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
193997, 100 % , 201, 3, 170, 68, 136, 2, 177, 76, 0
194076, 100 % , 201, 4, 92, 70, 24, 2, 176, 77, 0
194146, 100 % , 200, 168, 138, 40, 138, 40, 138, 128, 0
194237, 100 % , 201, 4, 255, 66, 228, 2, 170, 76, 0
194447, 100 % , 201, 6, 5, 69, 80, 2, 185, 76, 0
194726, 99 % , 201, 7, 223, 70, 4, 3, 74, 76, 0
195026, 100 % , 201, 8, 224, 65, 44, 4, 88, 76, 0
195105, 100 % , 201, 9, 7, 66, 68, 4, 143, 74, 0
195175, 100 % , 200, 168, 194, 40, 194, 40, 194, 128, 0
195315, 93 % , 200, 168, 170, 40, 170, 40, 170, 128, 0
195405, 91 % , 200, 168, 166, 40, 166, 40, 166, 128, 0
195586, 91 % , 201, 9, 62, 63, 236, 6, 254, 52, 0
195806, 93 % , 201, 9, 187, 69, 60, 7, 238, 53, 0
195950, 91 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
196145, 90 % , 200, 168, 185, 40, 185, 40, 185, 128, 0
196245, 89 % , 201, 11, 176, 70, 64, 9, 174, 53, 0
196331, 90 % , 200, 168, 200, 40, 201, 40, 201, 128, 0
196396, 90 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
196545, 88 % , 201, 13, 25, 68, 216, 10, 228, 50, 0
196615, 88 % , 201, 13, 110, 69, 200, 11, 53, 38, 0
196689, 64 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
196753, 51 % , 430, 186, 19, 0, 0, 0, 0, 0, 0
196815, 51 % , 420, 125, 171, 197, 0, 0, 0, 0, 0
196984, 17 % , 201, 13, 34, 61, 208, 11, 198, 0, 0
197334, 8 % , 200, 167, 4, 39, 3, 39, 3, 128, 0
197515, 60 % , 420, 125, 201, 200, 0, 0, 0, 0, 0
197591, 97 % , 201, 9, 208, 56, 108, 12, 145, 51, 0
197734, 100 % , 201, 8, 253, 58, 176, 12, 166, 63, 0
198164, 93 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
198313, 94 % , 201, 9, 19, 62, 52, 13, 221, 62, 0
198383, 94 % , 200, 167, 254, 39, 254, 39, 254, 128, 0
198523, 94 % , 201, 9, 122, 65, 64, 14, 93, 62, 0
198644, 94 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
198753, 94 % , 201, 9, 194, 64, 80, 14, 208, 62, 0
198953, 92 % , 430, 171, 27, 4, 238, 0, 0, 0, 0
199303, 89 % , 201, 10, 114, 64, 200, 16, 29, 58, 0
199363, 88 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
199542, 87 % , 201, 10, 211, 66, 8, 16, 138, 58, 0
199622, 87 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
200012, 86 % , 200, 167, 252, 39, 252, 39, 252, 128, 0
200172, 85 % , 201, 11, 179, 64, 220, 18, 11, 56, 0
200322, 86 % , 201, 11, 220, 64, 180, 18, 78, 56, 0
200386, 85 % , 228, 0, 0, 0, 0, 18, 78, 56, 0
200452, 85 % , 200, 167, 254, 39, 254, 39, 254, 128, 0
200522, 85 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
200622, 86 % , 201, 12, 91, 65, 124, 19, 8, 55, 0
200762, 85 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
200847, 85 % , 200, 168, 0, 40, 0, 40, 0, 128, 0
201021, 77 % , 201, 12, 219, 65, 24, 19, 203, 27, 0
201126, 58 % , 200, 167, 153, 39, 153, 39, 153, 128, 0
201300, 23 % , 200, 166, 254, 38, 254, 38, 254, 128, 0
201427, 13 % , 200, 167, 5, 39, 5, 39, 5, 128, 0
201491, 10 % , 231, 0, 176, 1, 0, 0, 0, 192, 0
201717, 22 % , 201, 11, 75, 61, 148, 19, 223, 27, 0
201780, 47 % , 200, 167, 87, 39, 87, 39, 87, 128, 0
201970, 79 % , 201, 9, 65, 55, 4, 20, 18, 34, 0
202043, 81 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
202109, 81 % , 200, 167, 165, 39, 165, 39, 165, 128, 0
202196, 80 % , 200, 167, 75, 39, 75, 39, 75, 128, 0
202297, 76 % , 200, 167, 166, 39, 166, 39, 166, 128, 0
202386, 73 % , 200, 167, 161, 39, 161, 39, 161, 128, 0
202726, 60 % , 201, 9, 135, 64, 100, 20, 189, 22, 0
202816, 58 % , 200, 167, 124, 39, 124, 39, 124, 128, 0
202881, 58 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
203117, 49 % , 420, 125, 42, 27, 0, 0, 0, 0, 0
203209, 48 % , 201, 9, 179, 64, 160, 21, 28, 17, 0
203326, 47 % , 201, 9, 182, 65, 24, 21, 47, 16, 0
203416, 46 % , 201, 9, 168, 62, 192, 21, 43, 16, 0
203506, 45 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
203570, 43 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
203633, 44 % , 228, 0, 0, 0, 0, 0, 0, 128, 0
203729, 43 % , 201, 9, 187, 64, 40, 21, 67, 15, 0
203809, 43 % , 201, 9, 191, 64, 80, 21, 77, 15, 0
203896, 42 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
203985, 41 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
204115, 41 % , 228, 0, 0, 0, 0, 0, 0, 128, 0
204295, 42 % , 201, 9, 183, 64, 100, 21, 81, 15, 0
204408, 41 % , 200, 167, 77, 39, 77, 39, 77, 128, 0
204605, 39 % , 201, 9, 185, 63, 56, 21, 78, 14, 0
204755, 39 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
204882, 38 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
204975, 38 % , 200, 167, 68, 39, 68, 39, 68, 128, 0
205216, 37 % , 4F4, 66, 75, 49, 50, 70, 57, 52, 49
205316, 36 % , 420, 126, 208, 40, 0, 0, 0, 0, 0
205415, 37 % , 4EA, 0, 208, 40, 0, 0, 0, 0, 0
205477, 36 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
205574, 36 % , 200, 167, 65, 39, 65, 39, 65, 128, 0
206015, 36 % , 420, 126, 6, 43, 0, 0, 0, 0, 0
206076, 36 % , 200, 167, 64, 39, 64, 39, 64, 128, 0
206283, 36 % , 201, 9, 167, 63, 236, 21, 37, 13, 0
206374, 36 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
206508, 36 % , 201, 9, 167, 63, 176, 21, 35, 13, 0
206657, 36 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
206739, 36 % , 200, 167, 63, 39, 63, 39, 63, 128, 0
207074, 36 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
