Time, state, AID, D0,D1,D2,D3,D4,D5,D6,D7
Time, state, AID, D0,D1,D2,D3,D4,D5,D6,D7
78897 ms, -1, 228, 0, 4, 0, 0, 39, 43, 128, 0
78958 ms, -1, 240, 9, 0, 0, 0, 39, 43, 128, 0
79019 ms, -1, 240, 8, 0, 0, 0, 39, 43, 128, 0
79080 ms, -1, 240, 8, 0, 0, 0, 39, 43, 128, 0
79140 ms, -1, 240, 9, 0, 0, 0, 39, 43, 128, 0
79202 ms, -1, 430, 186, 18, 0, 0, 39, 43, 128, 0
79262 ms, -1, 200, 167, 45, 39, 45, 39, 45, 128, 0
79365 ms, -1, 200, 167, 44, 39, 44, 39, 44, 128, 0
79472 ms, -1, 201, 2, 246, 64, 0, 0, 0, 0, 0
80580 ms, 1, 200, 167, 40, 39, 40, 39, 40, 128, 0
80688 ms, 1, 200, 167, 48, 39, 48, 39, 48, 128, 0
80771 ms, 1, 240, 135, 0, 39, 48, 39, 48, 128, 0
80841 ms, 1, 430, 187, 16, 0, 0, 0, 0, 0, 0
80903 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
80963 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
81025 ms, 1, 200, 167, 50, 39, 50, 39, 50, 128, 0
81086 ms, 1, 240, 106, 0, 39, 50, 39, 50, 128, 0
81146 ms, 1, 240, 31, 0, 39, 50, 39, 50, 128, 0
81221 ms, 1, 240, 10, 0, 39, 50, 39, 50, 128, 0
81283 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
81343 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
81404 ms, 1, 200, 167, 48, 39, 48, 39, 48, 128, 0
81465 ms, 1, 228, 0, 4, 0, 0, 39, 48, 128, 0
81526 ms, 1, 240, 109, 0, 0, 0, 39, 48, 128, 0
81587 ms, 1, 240, 104, 0, 0, 0, 39, 48, 128, 0
81672 ms, 1, 240, 100, 0, 0, 0, 39, 48, 128, 0
81733 ms, 1, 200, 167, 50, 39, 50, 39, 50, 128, 0
81795 ms, 1, 201, 2, 242, 64, 0, 0, 0, 0, 0
81861 ms, 1, 240, 108, 0, 64, 0, 0, 0, 0, 0
81922 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
81983 ms, 1, 200, 167, 52, 39, 52, 39, 52, 128, 0
82050 ms, 1, 240, 107, 0, 0, 0, 0, 0, 0, 0
82113 ms, 1, 200, 167, 52, 39, 52, 39, 52, 128, 0
82173 ms, 1, 201, 2, 240, 63, 236, 0, 0, 0, 0
82235 ms, 1, 240, 107, 0, 63, 236, 0, 0, 0, 0
82295 ms, 1, 240, 106, 0, 63, 236, 0, 0, 0, 0
82357 ms, 1, 240, 108, 0, 63, 236, 0, 0, 0, 0
82417 ms, 1, 228, 0, 4, 0, 0, 0, 0, 0, 0
82478 ms, 1, 240, 107, 0, 0, 0, 0, 0, 0, 0
82545 ms, 1, 240, 109, 0, 0, 0, 0, 0, 0, 0
82606 ms, 1, 240, 108, 0, 0, 0, 0, 0, 0, 0
82666 ms, 1, 228, 0, 4, 0, 0, 0, 0, 0, 0
82727 ms, 1, 240, 108, 0, 0, 0, 0, 0, 0, 0
82788 ms, 1, 240, 110, 0, 0, 0, 0, 0, 0, 0
82848 ms, 1, 240, 110, 0, 0, 0, 0, 0, 0, 0
82909 ms, 1, 240, 107, 0, 0, 0, 0, 0, 0, 0
82972 ms, 1, 200, 167, 59, 39, 59, 39, 59, 128, 0
83034 ms, 1, 201, 2, 225, 64, 20, 0, 0, 0, 0
83094 ms, 1, 240, 114, 0, 64, 20, 0, 0, 0, 0
83154 ms, 1, 240, 112, 0, 64, 20, 0, 0, 0, 0
83234 ms, 1, 228, 0, 4, 0, 0, 0, 0, 0, 0
83296 ms, 1, 240, 115, 0, 0, 0, 0, 0, 0, 0
83356 ms, 1, 240, 116, 0, 0, 0, 0, 0, 0, 0
83417 ms, 1, 228, 0, 4, 0, 0, 0, 0, 0, 0
83478 ms, 1, 240, 121, 0, 0, 0, 0, 0, 0, 0
83538 ms, 1, 240, 125, 0, 0, 0, 0, 0, 0, 0
83599 ms, 1, 240, 130, 0, 0, 0, 0, 0, 0, 0
83660 ms, 1, 200, 167, 58, 39, 58, 39, 58, 128, 0
83721 ms, 1, 200, 167, 58, 39, 58, 39, 58, 128, 0
83782 ms, 1, 200, 167, 59, 39, 59, 39, 59, 128, 0
83843 ms, 1, 228, 0, 4, 0, 0, 39, 59, 128, 0
83904 ms, 1, 240, 190, 0, 0, 0, 39, 59, 128, 0
83971 ms, 1, 228, 0, 4, 0, 0, 39, 59, 128, 0
84032 ms, 1, 228, 0, 4, 0, 0, 0, 0, 0, 0
84092 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
84154 ms, 1, 240, 106, 0, 1, 0, 0, 0, 128, 0
84214 ms, 1, 228, 0, 4, 0, 0, 0, 0, 128, 0
84275 ms, 1, 240, 88, 0, 0, 0, 0, 0, 128, 0
84336 ms, 1, 240, 95, 0, 0, 0, 0, 0, 128, 0
84397 ms, 1, 240, 92, 0, 0, 0, 0, 0, 128, 0
84457 ms, 1, 240, 93, 0, 0, 0, 0, 0, 128, 0
84518 ms, 1, 240, 100, 0, 0, 0, 0, 0, 128, 0
84579 ms, 1, 240, 101, 0, 0, 0, 0, 0, 128, 0
85647 ms, -1, 200, 167, 55, 39, 55, 39, 55, 128, 0
85707 ms, -1, 240, 9, 0, 39, 55, 39, 55, 128, 0
85769 ms, -1, 240, 9, 0, 39, 55, 39, 55, 128, 0
85841 ms, -1, 200, 167, 58, 39, 58, 39, 58, 128, 0
85903 ms, -1, 240, 9, 0, 39, 58, 39, 58, 128, 0
85963 ms, -1, 228, 0, 4, 0, 0, 39, 58, 128, 0
86025 ms, -1, 240, 8, 0, 0, 0, 39, 58, 128, 0
86085 ms, -1, 240, 8, 0, 0, 0, 39, 58, 128, 0
86147 ms, -1, 240, 9, 0, 0, 0, 39, 58, 128, 0
86207 ms, -1, 240, 8, 0, 0, 0, 39, 58, 128, 0
86268 ms, -1, 240, 9, 0, 0, 0, 39, 58, 128, 0
86352 ms, -1, 200, 167, 49, 39, 49, 39, 49, 128, 0
86414 ms, -1, 228, 0, 4, 0, 0, 39, 49, 128, 0
86474 ms, -1, 240, 8, 0, 0, 0, 39, 49, 128, 0
86536 ms, -1, 240, 9, 0, 0, 0, 39, 49, 128, 0
86596 ms, -1, 240, 9, 0, 0, 0, 39, 49, 128, 0
86658 ms, -1, 240, 9, 0, 0, 0, 39, 49, 128, 0
86718 ms, -1, 240, 8, 0, 0, 0, 39, 49, 128, 0
86779 ms, -1, 200, 167, 47, 39, 47, 39, 47, 128, 0
86840 ms, -1, 201, 2, 242, 64, 20, 0, 0, 0, 0
86901 ms, -1, 430, 186, 18, 64, 20, 0, 0, 0, 0
86968 ms, -1, 228, 0, 4, 0, 0, 0, 0, 0, 0
87029 ms, -1, 200, 167, 46, 39, 46, 39, 46, 128, 0
87098 ms, -1, 240, 9, 0, 0, 0, 0, 0, 0, 0
87158 ms, -1, 200, 167, 46, 39, 46, 39, 46, 128, 0
87220 ms, -1, 200, 167, 45, 39, 45, 39, 45, 128, 0
87280 ms, -1, 231, 1, 75, 1, 0, 0, 0, 128, 0
87342 ms, -1, 240, 9, 0, 1, 0, 0, 0, 128, 0
87414 ms, -1, 240, 8, 0, 1, 0, 0, 0, 128, 0
87476 ms, -1, 240, 8, 0, 1, 0, 0, 0, 128, 0
87536 ms, -1, 240, 9, 0, 1, 0, 0, 0, 128, 0
87597 ms, -1, 240, 8, 0, 1, 0, 0, 0, 128, 0
87664 ms, -1, 240, 8, 0, 1, 0, 0, 0, 128, 0
87725 ms, -1, 240, 9, 0, 1, 0, 0, 0, 128, 0
87786 ms, -1, 240, 9, 0, 1, 0, 0, 0, 128, 0
87846 ms, -1, 240, 9, 0, 1, 0, 0, 0, 128, 0
87907 ms, -1, 240, 8, 0, 1, 0, 0, 0, 128, 0
87968 ms, -1, 200, 167, 45, 39, 45, 39, 45, 128, 0
88029 ms, -1, 200, 167, 45, 39, 45, 39, 45, 128, 0
88097 ms, -1, 240, 9, 0, 0, 0, 0, 0, 0, 0
88158 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
88219 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
88280 ms, -1, 240, 9, 0, 39, 43, 39, 43, 128, 0
88347 ms, -1, 240, 9, 0, 39, 43, 39, 43, 128, 0
88409 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
88469 ms, -1, 231, 1, 75, 1, 0, 0, 0, 128, 0
88530 ms, -1, 433, 128, 6, 8, 1, 0, 172, 80, 0
88592 ms, -1, 240, 9, 0, 8, 1, 0, 172, 80, 0
88652 ms, -1, 240, 9, 0, 8, 1, 0, 172, 80, 0
88713 ms, -1, 228, 0, 4, 0, 0, 0, 172, 80, 0
88774 ms, -1, 240, 8, 0, 0, 0, 0, 172, 80, 0
88835 ms, -1, 240, 8, 0, 0, 0, 0, 172, 80, 0
88896 ms, -1, 240, 8, 0, 0, 0, 0, 172, 80, 0
88969 ms, -1, 240, 9, 0, 0, 0, 0, 172, 80, 0
89037 ms, -1, 240, 9, 0, 0, 0, 0, 0, 0, 0
89098 ms, -1, 200, 167, 44, 39, 44, 39, 44, 128, 0
89166 ms, -1, 240, 8, 0, 0, 0, 0, 0, 0, 0
89228 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
89288 ms, -1, 228, 0, 4, 0, 0, 39, 43, 128, 0
89352 ms, -1, 228, 0, 4, 0, 0, 0, 0, 0, 0
89413 ms, -1, 240, 8, 0, 0, 0, 0, 0, 0, 0
89474 ms, -1, 240, 9, 0, 0, 0, 0, 0, 0, 0
89534 ms, -1, 240, 9, 0, 0, 0, 0, 0, 0, 0
89595 ms, -1, 240, 9, 0, 0, 0, 0, 0, 0, 0
90656 ms, 1, 240, 9, 0, 0, 0, 0, 0, 0, 0
90723 ms, 1, 200, 167, 48, 39, 48, 39, 48, 128, 0
90784 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
90845 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
90906 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
90976 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
91037 ms, 1, 201, 2, 238, 64, 0, 0, 0, 0, 0
91098 ms, 1, 430, 187, 16, 64, 0, 0, 0, 0, 0
91159 ms, 1, 228, 0, 4, 0, 0, 0, 0, 0, 0
91219 ms, 1, 200, 167, 50, 39, 50, 39, 50, 128, 0
91280 ms, 1, 200, 167, 50, 39, 50, 39, 50, 128, 0
91341 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
91409 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
91475 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
91549 ms, 1, 201, 2, 239, 64, 20, 0, 0, 0, 0
91616 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
91676 ms, 1, 201, 2, 242, 64, 20, 0, 0, 0, 0
91738 ms, 1, 4EA, 0, 242, 64, 20, 0, 0, 0, 0
91798 ms, 1, 430, 186, 16, 64, 20, 0, 0, 0, 0
91859 ms, 1, 228, 0, 4, 0, 0, 0, 0, 0, 0
91920 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
91981 ms, 1, 200, 167, 48, 39, 48, 39, 48, 128, 0
92048 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
92115 ms, 1, 200, 167, 48, 39, 48, 39, 48, 128, 0
92176 ms, 1, 201, 2, 246, 64, 0, 0, 0, 0, 0
92237 ms, 1, 4EA, 0, 246, 64, 0, 0, 0, 0, 0
92298 ms, 1, 430, 187, 16, 64, 0, 0, 0, 0, 0
92358 ms, 1, 228, 0, 4, 0, 0, 0, 0, 0, 0
92420 ms, 1, 200, 167, 50, 39, 50, 39, 50, 128, 0
92480 ms, 1, 200, 167, 51, 39, 51, 39, 51, 128, 0
92541 ms, 1, 200, 167, 54, 39, 54, 39, 54, 128, 0
92603 ms, 1, 200, 167, 54, 39, 54, 39, 54, 128, 0
92663 ms, 1, 200, 167, 55, 39, 55, 39, 55, 128, 0
92748 ms, 1, 200, 167, 59, 39, 59, 39, 59, 128, 0
92815 ms, 1, 200, 167, 63, 39, 63, 39, 63, 128, 0
92875 ms, 1, 201, 2, 231, 63, 216, 0, 0, 0, 0
92937 ms, 1, 4EA, 0, 231, 63, 216, 0, 0, 0, 0
92997 ms, 1, 430, 187, 16, 63, 216, 0, 0, 0, 0
93059 ms, 1, 228, 0, 4, 0, 0, 0, 0, 0, 0
93132 ms, 1, 200, 167, 61, 39, 61, 39, 61, 128, 0
93193 ms, 1, 200, 167, 61, 39, 61, 39, 61, 128, 0
93254 ms, 1, 200, 167, 60, 39, 60, 39, 60, 128, 0
93324 ms, 1, 200, 167, 59, 39, 59, 39, 59, 128, 0
93400 ms, 1, 201, 2, 227, 64, 20, 0, 0, 0, 0
93465 ms, 1, 200, 167, 58, 39, 58, 39, 58, 128, 0
93526 ms, 1, 240, 106, 0, 39, 58, 39, 58, 128, 0
93594 ms, 1, 200, 167, 57, 39, 57, 39, 57, 128, 0
93655 ms, 1, 201, 2, 232, 64, 20, 0, 0, 0, 0
93716 ms, 1, 240, 102, 0, 64, 20, 0, 0, 0, 0
93776 ms, 1, 200, 167, 57, 39, 57, 39, 57, 128, 0
93838 ms, 1, 200, 167, 57, 39, 57, 39, 57, 128, 0
93899 ms, 1, 430, 187, 16, 39, 57, 39, 57, 128, 0
93960 ms, 1, 200, 167, 57, 39, 57, 39, 57, 128, 0
94021 ms, 1, 200, 167, 57, 39, 57, 39, 57, 128, 0
94089 ms, 1, 200, 167, 57, 39, 57, 39, 57, 128, 0
94153 ms, 1, 200, 167, 57, 39, 57, 39, 57, 128, 0
94215 ms, 1, 201, 2, 231, 63, 236, 0, 0, 0, 0
94275 ms, 1, 240, 112, 0, 63, 236, 0, 0, 0, 0
94337 ms, 1, 200, 167, 55, 39, 55, 39, 55, 128, 0
94397 ms, 1, 430, 187, 16, 39, 55, 39, 55, 128, 0
94458 ms, 1, 228, 0, 4, 0, 0, 39, 55, 128, 0
94519 ms, 1, 200, 167, 55, 39, 55, 39, 55, 128, 0
94580 ms, 1, 200, 167, 56, 39, 56, 39, 56, 128, 0
94642 ms, 1, 200, 167, 56, 39, 56, 39, 56, 128, 0
95709 ms, -1, 200, 167, 56, 39, 56, 39, 56, 128, 0
95784 ms, -1, 200, 167, 57, 39, 57, 39, 57, 128, 0
95847 ms, -1, 228, 0, 4, 0, 0, 0, 0, 0, 0
95911 ms, -1, 200, 167, 58, 39, 58, 39, 58, 128, 0
95973 ms, -1, 201, 2, 217, 63, 236, 0, 0, 0, 0
96034 ms, -1, 4F0, 20, 36, 18, 255, 255, 80, 0, 0
96095 ms, -1, 240, 9, 0, 18, 255, 255, 80, 0, 0
96156 ms, -1, 228, 0, 4, 0, 0, 255, 80, 0, 0
96217 ms, -1, 200, 167, 57, 39, 57, 39, 57, 128, 0
96278 ms, -1, 200, 167, 57, 39, 57, 39, 57, 128, 0
96346 ms, -1, 200, 167, 55, 39, 55, 39, 55, 128, 0
96406 ms, -1, 228, 0, 4, 0, 0, 39, 55, 128, 0
96472 ms, -1, 200, 167, 47, 39, 47, 39, 47, 128, 0
96533 ms, -1, 201, 2, 229, 64, 60, 0, 0, 0, 0
96593 ms, -1, 240, 9, 0, 64, 60, 0, 0, 0, 0
96654 ms, -1, 240, 8, 0, 64, 60, 0, 0, 0, 0
96715 ms, -1, 200, 167, 45, 39, 45, 39, 45, 128, 0
96777 ms, -1, 200, 167, 44, 39, 44, 39, 44, 128, 0
96837 ms, -1, 200, 167, 44, 39, 44, 39, 44, 128, 0
96899 ms, -1, 430, 186, 18, 39, 44, 39, 44, 128, 0
96966 ms, -1, 200, 167, 44, 39, 44, 39, 44, 128, 0
97029 ms, -1, 433, 128, 6, 8, 1, 0, 172, 80, 0
97090 ms, -1, 200, 167, 44, 39, 44, 39, 44, 128, 0
97152 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
97214 ms, -1, 240, 8, 0, 0, 0, 0, 0, 0, 0
97274 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
97348 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
97410 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
97471 ms, -1, 200, 167, 44, 39, 44, 39, 44, 128, 0
97531 ms, -1, 201, 2, 248, 63, 236, 0, 0, 0, 0
97593 ms, -1, 240, 9, 0, 63, 236, 0, 0, 0, 0
97659 ms, -1, 240, 8, 0, 63, 236, 0, 0, 0, 0
97721 ms, -1, 200, 167, 45, 39, 45, 39, 45, 128, 0
97784 ms, -1, 240, 9, 0, 0, 0, 0, 0, 0, 0
97846 ms, -1, 228, 0, 4, 0, 0, 0, 0, 0, 0
97910 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
97972 ms, -1, 201, 2, 248, 64, 0, 0, 0, 0, 0
98032 ms, -1, 4F0, 20, 36, 18, 255, 255, 80, 0, 0
