Time, state, AID, D0,D1,D2,D3,D4,D5,D6,D7
Time, state, AID, D0,D1,D2,D3,D4,D5,D6,D7
48683 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
48743 ms, -1, 228, 0, 4, 0, 0, 39, 41, 128, 0
48804 ms, -1, 430, 186, 18, 0, 0, 39, 41, 128, 0
48865 ms, -1, 200, 167, 40, 39, 40, 39, 40, 128, 0
48926 ms, -1, 200, 167, 40, 39, 40, 39, 40, 128, 0
48987 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
49054 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
49119 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
49192 ms, -1, 201, 3, 1, 63, 236, 0, 0, 0, 0
49259 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
49319 ms, -1, 201, 3, 1, 64, 0, 0, 0, 0, 0
50381 ms, 1, 200, 167, 42, 39, 42, 39, 42, 128, 0
50442 ms, 1, 228, 0, 4, 0, 0, 39, 42, 128, 0
50502 ms, 1, 430, 187, 16, 0, 0, 39, 42, 128, 0
50564 ms, 1, 200, 167, 48, 39, 48, 39, 48, 128, 0
50624 ms, 1, 200, 167, 48, 39, 48, 39, 48, 128, 0
50692 ms, 1, 200, 167, 48, 39, 48, 39, 48, 128, 0
50758 ms, 1, 200, 167, 48, 39, 48, 39, 48, 128, 0
50819 ms, 1, 201, 2, 244, 64, 0, 0, 0, 0, 0
50879 ms, 1, 240, 109, 0, 64, 0, 0, 0, 0, 0
50940 ms, 1, 240, 109, 0, 64, 0, 0, 0, 0, 0
51001 ms, 1, 430, 187, 16, 64, 0, 0, 0, 0, 0
51061 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
51123 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
51183 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
51245 ms, 1, 200, 167, 45, 39, 45, 39, 45, 128, 0
51305 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
51373 ms, 1, 200, 167, 48, 39, 48, 39, 48, 128, 0
51433 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
51494 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
51556 ms, 1, 200, 167, 48, 39, 48, 39, 48, 128, 0
51616 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
51678 ms, 1, 200, 167, 50, 39, 50, 39, 50, 128, 0
51757 ms, 1, 200, 167, 52, 39, 52, 39, 52, 128, 0
51818 ms, 1, 201, 2, 245, 64, 0, 0, 0, 0, 0
51878 ms, 1, 240, 117, 0, 64, 0, 0, 0, 0, 0
51939 ms, 1, 240, 125, 0, 64, 0, 0, 0, 0, 0
52006 ms, 1, 200, 167, 53, 39, 53, 39, 53, 128, 0
52067 ms, 1, 200, 167, 53, 39, 53, 39, 53, 128, 0
52128 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
52189 ms, 1, 240, 143, 0, 1, 0, 0, 0, 128, 0
52249 ms, 1, 240, 177, 0, 1, 0, 0, 0, 128, 0
52311 ms, 1, 200, 167, 52, 39, 52, 39, 52, 128, 0
52371 ms, 1, 200, 167, 51, 39, 51, 39, 51, 128, 0
52432 ms, 1, 200, 167, 51, 39, 51, 39, 51, 128, 0
52493 ms, 1, 200, 167, 51, 39, 51, 39, 51, 128, 0
52554 ms, 1, 200, 167, 50, 39, 50, 39, 50, 128, 0
52639 ms, 1, 200, 167, 50, 39, 50, 39, 50, 128, 0
52700 ms, 1, 200, 167, 52, 39, 52, 39, 52, 128, 0
52761 ms, 1, 200, 167, 53, 39, 53, 39, 53, 128, 0
52822 ms, 1, 200, 167, 55, 39, 55, 39, 55, 128, 0
52883 ms, 1, 200, 167, 56, 39, 56, 39, 56, 128, 0
52944 ms, 1, 200, 167, 57, 39, 57, 39, 57, 128, 0
53005 ms, 1, 200, 167, 61, 39, 61, 39, 61, 128, 0
53066 ms, 1, 200, 167, 62, 39, 62, 39, 62, 128, 0
53129 ms, 1, 240, 102, 0, 0, 0, 0, 0, 0, 0
53189 ms, 1, 228, 0, 4, 0, 0, 0, 0, 0, 0
53251 ms, 1, 200, 167, 64, 39, 64, 39, 64, 128, 0
53330 ms, 1, 200, 167, 64, 39, 64, 39, 64, 128, 0
53391 ms, 1, 228, 0, 4, 0, 0, 39, 64, 128, 0
53452 ms, 1, 200, 167, 62, 39, 62, 39, 62, 128, 0
53513 ms, 1, 200, 167, 62, 39, 62, 39, 62, 128, 0
53574 ms, 1, 200, 167, 61, 39, 61, 39, 61, 128, 0
53635 ms, 1, 200, 167, 60, 39, 60, 39, 60, 128, 0
53696 ms, 1, 200, 167, 60, 39, 60, 39, 60, 128, 0
53758 ms, 1, 240, 105, 0, 0, 0, 0, 0, 0, 0
53819 ms, 1, 200, 167, 58, 39, 58, 39, 58, 128, 0
53880 ms, 1, 200, 167, 57, 39, 57, 39, 57, 128, 0
53948 ms, 1, 200, 167, 58, 39, 58, 39, 58, 128, 0
54008 ms, 1, 240, 110, 0, 39, 58, 39, 58, 128, 0
54070 ms, 1, 200, 167, 59, 39, 59, 39, 59, 128, 0
54130 ms, 1, 200, 167, 59, 39, 59, 39, 59, 128, 0
54192 ms, 1, 200, 167, 60, 39, 60, 39, 60, 128, 0
54252 ms, 1, 200, 167, 60, 39, 60, 39, 60, 128, 0
54313 ms, 1, 200, 167, 60, 39, 60, 39, 60, 128, 0
54374 ms, 1, 200, 167, 60, 39, 60, 39, 60, 128, 0
55436 ms, -1, 200, 167, 59, 39, 59, 39, 59, 128, 0
55498 ms, -1, 240, 8, 0, 0, 0, 0, 0, 0, 0
55565 ms, -1, 200, 167, 58, 39, 58, 39, 58, 128, 0
55625 ms, -1, 240, 8, 0, 39, 58, 39, 58, 128, 0
55687 ms, -1, 240, 9, 0, 39, 58, 39, 58, 128, 0
55747 ms, -1, 240, 8, 0, 39, 58, 39, 58, 128, 0
55809 ms, -1, 240, 9, 0, 39, 58, 39, 58, 128, 0
55869 ms, -1, 200, 167, 54, 39, 54, 39, 54, 128, 0
55943 ms, -1, 200, 167, 51, 39, 51, 39, 51, 128, 0
56004 ms, -1, 200, 167, 50, 39, 50, 39, 50, 128, 0
56068 ms, -1, 240, 8, 0, 0, 0, 0, 0, 0, 0
56128 ms, -1, 200, 167, 48, 39, 48, 39, 48, 128, 0
56196 ms, -1, 200, 167, 48, 39, 48, 39, 48, 128, 0
56258 ms, -1, 240, 9, 0, 0, 0, 0, 0, 0, 0
56318 ms, -1, 200, 167, 46, 39, 46, 39, 46, 128, 0
56380 ms, -1, 200, 167, 46, 39, 46, 39, 46, 128, 0
56440 ms, -1, 200, 167, 45, 39, 45, 39, 45, 128, 0
56502 ms, -1, 200, 167, 44, 39, 44, 39, 44, 128, 0
56562 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
56624 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
56684 ms, -1, 240, 9, 0, 39, 43, 39, 43, 128, 0
56745 ms, -1, 240, 8, 0, 39, 43, 39, 43, 128, 0
56806 ms, -1, 430, 186, 18, 39, 43, 39, 43, 128, 0
56873 ms, -1, 240, 8, 0, 39, 43, 39, 43, 128, 0
56934 ms, -1, 231, 1, 75, 1, 0, 0, 0, 128, 0
56997 ms, -1, 240, 8, 0, 0, 0, 0, 0, 0, 0
57058 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
57119 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
57180 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
57241 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
57303 ms, -1, 200, 167, 44, 39, 44, 39, 44, 128, 0
57363 ms, -1, 200, 167, 44, 39, 44, 39, 44, 128, 0
57424 ms, -1, 240, 9, 0, 39, 44, 39, 44, 128, 0
57503 ms, -1, 228, 0, 4, 0, 0, 39, 44, 128, 0
57565 ms, -1, 240, 9, 0, 0, 0, 39, 44, 128, 0
57625 ms, -1, 240, 9, 0, 0, 0, 39, 44, 128, 0
57687 ms, -1, 228, 0, 4, 0, 0, 39, 44, 128, 0
57747 ms, -1, 240, 9, 0, 0, 0, 39, 44, 128, 0
57807 ms, -1, 240, 8, 0, 0, 0, 39, 44, 128, 0
57869 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
57929 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
57991 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
58051 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
58119 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
58180 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
58241 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
58302 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
58366 ms, -1, 240, 8, 0, 0, 0, 0, 0, 0, 0
58428 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
58488 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
58550 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
58610 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
58672 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
58757 ms, -1, 231, 1, 75, 1, 0, 0, 0, 128, 0
58818 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
58878 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
58940 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
59001 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
59075 ms, -1, 201, 2, 253, 64, 20, 0, 0, 0, 0
59137 ms, -1, 433, 128, 6, 8, 1, 0, 172, 80, 0
59197 ms, -1, 240, 9, 0, 8, 1, 0, 172, 80, 0
59257 ms, -1, 200, 167, 40, 39, 40, 39, 40, 128, 0
59319 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
59380 ms, -1, 200, 167, 40, 39, 40, 39, 40, 128, 0
60447 ms, 1, 200, 167, 41, 39, 41, 39, 41, 128, 0
60509 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
60570 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
60631 ms, 1, 200, 167, 50, 39, 50, 39, 50, 128, 0
60696 ms, 1, 240, 103, 0, 0, 0, 0, 0, 0, 0
60756 ms, 1, 200, 167, 50, 39, 50, 39, 50, 128, 0
60818 ms, 1, 200, 167, 50, 39, 50, 39, 50, 128, 0
60879 ms, 1, 200, 167, 50, 39, 50, 39, 50, 128, 0
60940 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
61001 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
61068 ms, 1, 4F1, 65, 1, 154, 255, 255, 100, 94, 94
61129 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
61190 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
61256 ms, 1, 240, 109, 0, 0, 0, 0, 0, 0, 0
61317 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
61378 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
61438 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
61500 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
61560 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
61622 ms, 1, 240, 112, 0, 1, 0, 0, 0, 128, 0
61701 ms, 1, 228, 0, 4, 0, 0, 0, 0, 128, 0
61761 ms, 1, 240, 111, 0, 0, 0, 0, 0, 128, 0
61822 ms, 1, 240, 113, 0, 0, 0, 0, 0, 128, 0
61883 ms, 1, 228, 0, 4, 0, 0, 0, 0, 128, 0
61943 ms, 1, 240, 117, 0, 0, 0, 0, 0, 128, 0
62005 ms, 1, 430, 186, 16, 0, 0, 0, 0, 128, 0
62065 ms, 1, 240, 118, 0, 0, 0, 0, 0, 128, 0
62126 ms, 1, 240, 122, 0, 0, 0, 0, 0, 128, 0
62187 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
62247 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
62309 ms, 1, 200, 167, 51, 39, 51, 39, 51, 128, 0
62376 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
62437 ms, 1, 200, 167, 52, 39, 52, 39, 52, 128, 0
62498 ms, 1, 200, 167, 52, 39, 52, 39, 52, 128, 0
62559 ms, 1, 200, 167, 52, 39, 52, 39, 52, 128, 0
62620 ms, 1, 240, 163, 0, 39, 52, 39, 52, 128, 0
62681 ms, 1, 228, 0, 4, 0, 0, 39, 52, 128, 0
62742 ms, 1, 240, 110, 0, 0, 0, 39, 52, 128, 0
62802 ms, 1, 430, 184, 17, 0, 0, 39, 52, 128, 0
62864 ms, 1, 240, 100, 0, 0, 0, 39, 52, 128, 0
62924 ms, 1, 240, 98, 0, 0, 0, 39, 52, 128, 0
62985 ms, 1, 240, 101, 0, 0, 0, 39, 52, 128, 0
63052 ms, 1, 240, 105, 0, 0, 0, 39, 52, 128, 0
63116 ms, 1, 240, 105, 0, 0, 0, 0, 0, 0, 0
63176 ms, 1, 200, 167, 61, 39, 61, 39, 61, 128, 0
63250 ms, 1, 200, 167, 61, 39, 61, 39, 61, 128, 0
63315 ms, 1, 240, 106, 0, 0, 0, 0, 0, 0, 0
63376 ms, 1, 200, 167, 61, 39, 61, 39, 61, 128, 0
63437 ms, 1, 200, 167, 61, 39, 61, 39, 61, 128, 0
63498 ms, 1, 200, 167, 60, 39, 60, 39, 60, 128, 0
63559 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
63620 ms, 1, 240, 63, 0, 1, 0, 0, 0, 128, 0
63687 ms, 1, 228, 0, 4, 0, 0, 0, 0, 128, 0
63748 ms, 1, 200, 167, 59, 39, 59, 39, 59, 128, 0
63815 ms, 1, 240, 108, 0, 0, 0, 0, 0, 0, 0
63876 ms, 1, 200, 167, 59, 39, 59, 39, 59, 128, 0
63937 ms, 1, 200, 167, 59, 39, 59, 39, 59, 128, 0
63997 ms, 1, 200, 167, 58, 39, 58, 39, 58, 128, 0
64059 ms, 1, 420, 139, 0, 76, 0, 0, 0, 0, 0
64119 ms, 1, 240, 108, 0, 76, 0, 0, 0, 0, 0
64181 ms, 1, 228, 0, 4, 0, 0, 0, 0, 0, 0
64241 ms, 1, 240, 108, 0, 0, 0, 0, 0, 0, 0
64302 ms, 1, 430, 187, 16, 0, 0, 0, 0, 0, 0
64368 ms, 1, 240, 107, 0, 0, 0, 0, 0, 0, 0
64430 ms, 1, 228, 0, 4, 0, 0, 0, 0, 0, 0
65497 ms, -1, 200, 167, 58, 39, 58, 39, 58, 128, 0
65557 ms, -1, 201, 2, 222, 63, 236, 0, 0, 0, 0
65618 ms, -1, 240, 9, 0, 63, 236, 0, 0, 0, 0
65679 ms, -1, 228, 0, 4, 0, 0, 0, 0, 0, 0
65739 ms, -1, 240, 9, 0, 0, 0, 0, 0, 0, 0
65813 ms, -1, 430, 186, 18, 0, 0, 0, 0, 0, 0
65875 ms, -1, 200, 167, 52, 39, 52, 39, 52, 128, 0
65937 ms, -1, 201, 2, 227, 64, 60, 0, 0, 0, 0
65997 ms, -1, 430, 188, 17, 64, 60, 0, 0, 0, 0
66082 ms, -1, 240, 9, 0, 64, 60, 0, 0, 0, 0
66143 ms, -1, 240, 9, 0, 64, 60, 0, 0, 0, 0
66204 ms, -1, 240, 10, 0, 64, 60, 0, 0, 0, 0
66265 ms, -1, 240, 9, 0, 64, 60, 0, 0, 0, 0
66325 ms, -1, 200, 167, 45, 39, 45, 39, 45, 128, 0
66386 ms, -1, 201, 2, 244, 64, 40, 0, 0, 0, 0
66447 ms, -1, 240, 8, 0, 64, 40, 0, 0, 0, 0
66508 ms, -1, 240, 9, 0, 64, 40, 0, 0, 0, 0
66569 ms, -1, 240, 9, 0, 64, 40, 0, 0, 0, 0
66629 ms, -1, 228, 0, 4, 0, 0, 0, 0, 0, 0
66691 ms, -1, 240, 8, 0, 0, 0, 0, 0, 0, 0
66757 ms, -1, 240, 9, 0, 0, 0, 0, 0, 0, 0
66818 ms, -1, 240, 9, 0, 0, 0, 0, 0, 0, 0
66879 ms, -1, 228, 0, 4, 0, 0, 0, 0, 0, 0
66939 ms, -1, 240, 9, 0, 0, 0, 0, 0, 0, 0
67000 ms, -1, 240, 8, 0, 0, 0, 0, 0, 0, 0
67060 ms, -1, 240, 9, 0, 0, 0, 0, 0, 0, 0
67122 ms, -1, 240, 8, 0, 0, 0, 0, 0, 0, 0
67182 ms, -1, 240, 9, 0, 0, 0, 0, 0, 0, 0
67243 ms, -1, 240, 8, 0, 0, 0, 0, 0, 0, 0
67303 ms, -1, 240, 9, 0, 0, 0, 0, 0, 0, 0
67377 ms, -1, 240, 8, 0, 0, 0, 0, 0, 0, 0
67437 ms, -1, 240, 9, 0, 0, 0, 0, 0, 0, 0
67505 ms, -1, 240, 9, 0, 0, 0, 0, 0, 0, 0
67565 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
67625 ms, -1, 231, 1, 75, 1, 0, 0, 0, 128, 0
67687 ms, -1, 240, 9, 0, 1, 0, 0, 0, 128, 0
67747 ms, -1, 240, 8, 0, 1, 0, 0, 0, 128, 0
67809 ms, -1, 240, 9, 0, 1, 0, 0, 0, 128, 0
67869 ms, -1, 240, 8, 0, 1, 0, 0, 0, 128, 0
67930 ms, -1, 240, 9, 0, 1, 0, 0, 0, 128, 0
67991 ms, -1, 240, 8, 0, 1, 0, 0, 0, 128, 0
68051 ms, -1, 240, 9, 0, 1, 0, 0, 0, 128, 0
68112 ms, -1, 240, 8, 0, 1, 0, 0, 0, 128, 0
68173 ms, -1, 240, 9, 0, 1, 0, 0, 0, 128, 0
68240 ms, -1, 200, 167, 39, 39, 39, 39, 39, 128, 0
68301 ms, -1, 240, 8, 0, 39, 39, 39, 39, 128, 0
68362 ms, -1, 240, 9, 0, 39, 39, 39, 39, 128, 0
68423 ms, -1, 240, 8, 0, 39, 39, 39, 39, 128, 0
68484 ms, -1, 200, 167, 40, 39, 40, 39, 40, 128, 0
68545 ms, -1, 201, 2, 255, 64, 0, 0, 0, 0, 0
68605 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
68667 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
68727 ms, -1, 228, 0, 4, 0, 0, 39, 41, 128, 0
68789 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
68856 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
68929 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
68990 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
69052 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
69112 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
69174 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
69243 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
69304 ms, -1, 201, 2, 252, 64, 0, 0, 0, 0, 0
69365 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
69426 ms, -1, 228, 0, 4, 0, 0, 39, 42, 128, 0
70494 ms, 1, 200, 167, 43, 39, 43, 39, 43, 128, 0
70562 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
70623 ms, 1, 201, 2, 243, 64, 0, 0, 0, 0, 0
70684 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
70745 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
70806 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
70867 ms, 1, 200, 167, 45, 39, 45, 39, 45, 128, 0
70928 ms, 1, 200, 167, 45, 39, 45, 39, 45, 128, 0
70989 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
71051 ms, 1, 200, 167, 45, 39, 45, 39, 45, 128, 0
71117 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
71179 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
71239 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
71301 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
71362 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
71422 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
71484 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
71558 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
71619 ms, 1, 200, 167, 48, 39, 48, 39, 48, 128, 0
71680 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
71747 ms, 1, 200, 167, 50, 39, 50, 39, 50, 128, 0
71809 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
71869 ms, 1, 200, 167, 48, 39, 48, 39, 48, 128, 0
71930 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
71992 ms, 1, 200, 167, 50, 39, 50, 39, 50, 128, 0
72052 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
72116 ms, 1, 228, 0, 4, 0, 0, 0, 0, 0, 0
72176 ms, 1, 200, 167, 51, 39, 51, 39, 51, 128, 0
72238 ms, 1, 200, 167, 51, 39, 51, 39, 51, 128, 0
72298 ms, 1, 200, 167, 51, 39, 51, 39, 51, 128, 0
72359 ms, 1, 200, 167, 51, 39, 51, 39, 51, 128, 0
72444 ms, 1, 200, 167, 51, 39, 51, 39, 51, 128, 0
72506 ms, 1, 200, 167, 51, 39, 51, 39, 51, 128, 0
72566 ms, 1, 200, 167, 51, 39, 51, 39, 51, 128, 0
72628 ms, 1, 200, 167, 52, 39, 52, 39, 52, 128, 0
72689 ms, 1, 200, 167, 54, 39, 54, 39, 54, 128, 0
72750 ms, 1, 200, 167, 54, 39, 54, 39, 54, 128, 0
72811 ms, 1, 200, 167, 55, 39, 55, 39, 55, 128, 0
72871 ms, 1, 240, 198, 0, 39, 55, 39, 55, 128, 0
72933 ms, 1, 240, 195, 0, 39, 55, 39, 55, 128, 0
73000 ms, 1, 200, 167, 60, 39, 60, 39, 60, 128, 0
73080 ms, 1, 201, 2, 230, 63, 216, 0, 0, 0, 0
73141 ms, 1, 201, 2, 227, 63, 216, 0, 0, 0, 0
73202 ms, 1, 240, 95, 0, 63, 216, 0, 0, 0, 0
73263 ms, 1, 240, 87, 0, 63, 216, 0, 0, 0, 0
73323 ms, 1, 228, 0, 4, 0, 0, 0, 0, 0, 0
73384 ms, 1, 200, 167, 62, 39, 62, 39, 62, 128, 0
73445 ms, 1, 200, 167, 61, 39, 61, 39, 61, 128, 0
73506 ms, 1, 200, 167, 60, 39, 60, 39, 60, 128, 0
73567 ms, 1, 200, 167, 60, 39, 60, 39, 60, 128, 0
73628 ms, 1, 200, 167, 59, 39, 59, 39, 59, 128, 0
73696 ms, 1, 200, 167, 58, 39, 58, 39, 58, 128, 0
73756 ms, 1, 200, 167, 58, 39, 58, 39, 58, 128, 0
73818 ms, 1, 200, 167, 57, 39, 57, 39, 57, 128, 0
73879 ms, 1, 200, 167, 57, 39, 57, 39, 57, 128, 0
73939 ms, 1, 200, 167, 56, 39, 56, 39, 56, 128, 0
74001 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
74061 ms, 1, 240, 104, 0, 1, 0, 0, 0, 128, 0
74123 ms, 1, 228, 0, 4, 0, 0, 0, 0, 128, 0
74183 ms, 1, 200, 167, 57, 39, 57, 39, 57, 128, 0
74245 ms, 1, 200, 167, 58, 39, 58, 39, 58, 128, 0
74305 ms, 1, 200, 167, 58, 39, 58, 39, 58, 128, 0
74373 ms, 1, 200, 167, 57, 39, 57, 39, 57, 128, 0
74439 ms, 1, 200, 167, 56, 39, 56, 39, 56, 128, 0
75500 ms, -1, 201, 2, 229, 64, 0, 0, 0, 0, 0
75561 ms, -1, 240, 9, 0, 64, 0, 0, 0, 0, 0
75622 ms, -1, 228, 0, 4, 0, 0, 0, 0, 0, 0
75696 ms, -1, 200, 167, 58, 39, 58, 39, 58, 128, 0
75756 ms, -1, 200, 167, 58, 39, 58, 39, 58, 128, 0
75817 ms, -1, 200, 167, 57, 39, 57, 39, 57, 128, 0
75879 ms, -1, 200, 167, 57, 39, 57, 39, 57, 128, 0
75939 ms, -1, 240, 9, 0, 39, 57, 39, 57, 128, 0
76007 ms, -1, 240, 8, 0, 39, 57, 39, 57, 128, 0
76068 ms, -1, 200, 167, 48, 39, 48, 39, 48, 128, 0
76131 ms, -1, 240, 9, 0, 0, 0, 0, 0, 0, 0
76197 ms, -1, 200, 167, 44, 39, 44, 39, 44, 128, 0
76259 ms, -1, 201, 2, 238, 64, 40, 0, 0, 0, 0
76319 ms, -1, 240, 9, 0, 64, 40, 0, 0, 0, 0
76381 ms, -1, 240, 9, 0, 64, 40, 0, 0, 0, 0
76441 ms, -1, 240, 9, 0, 64, 40, 0, 0, 0, 0
76502 ms, -1, 430, 186, 18, 64, 40, 0, 0, 0, 0
76563 ms, -1, 200, 167, 46, 39, 46, 39, 46, 128, 0
76623 ms, -1, 200, 167, 46, 39, 46, 39, 46, 128, 0
76691 ms, -1, 200, 167, 45, 39, 45, 39, 45, 128, 0
76758 ms, -1, 200, 167, 48, 39, 48, 39, 48, 128, 0
76818 ms, -1, 201, 2, 247, 64, 0, 0, 0, 0, 0
76879 ms, -1, 240, 9, 0, 64, 0, 0, 0, 0, 0
76940 ms, -1, 240, 8, 0, 64, 0, 0, 0, 0, 0
77000 ms, -1, 240, 8, 0, 64, 0, 0, 0, 0, 0
77062 ms, -1, 240, 8, 0, 64, 0, 0, 0, 0, 0
77122 ms, -1, 228, 0, 4, 0, 0, 0, 0, 0, 0
77182 ms, -1, 200, 167, 48, 39, 48, 39, 48, 128, 0
77256 ms, -1, 200, 167, 47, 39, 47, 39, 47, 128, 0
77324 ms, -1, 200, 167, 46, 39, 46, 39, 46, 128, 0
77385 ms, -1, 200, 167, 46, 39, 46, 39, 46, 128, 0
77446 ms, -1, 200, 167, 45, 39, 45, 39, 45, 128, 0
77507 ms, -1, 200, 167, 44, 39, 44, 39, 44, 128, 0
77569 ms, -1, 231, 1, 75, 1, 0, 0, 0, 128, 0
77629 ms, -1, 240, 8, 0, 1, 0, 0, 0, 128, 0
77689 ms, -1, 240, 9, 0, 1, 0, 0, 0, 128, 0
77751 ms, -1, 240, 8, 0, 1, 0, 0, 0, 128, 0
77816 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
77878 ms, -1, 201, 2, 248, 64, 0, 0, 0, 0, 0
77938 ms, -1, 240, 8, 0, 64, 0, 0, 0, 0, 0
78005 ms, -1, 240, 9, 0, 64, 0, 0, 0, 0, 0
78066 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
78127 ms, -1, 201, 2, 249, 64, 0, 0, 0, 0, 0
78188 ms, -1, 240, 9, 0, 64, 0, 0, 0, 0, 0
78248 ms, -1, 240, 9, 0, 64, 0, 0, 0, 0, 0
78310 ms, -1, 240, 9, 0, 64, 0, 0, 0, 0, 0
78370 ms, -1, 240, 9, 0, 64, 0, 0, 0, 0, 0
78433 ms, -1, 433, 128, 6, 8, 1, 0, 172, 80, 0
78493 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
78555 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
78616 ms, -1, 200, 167, 44, 39, 44, 39, 44, 128, 0
78701 ms, -1, 201, 2, 248, 64, 0, 0, 0, 0, 0
78761 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
78836 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
