Time, state, AID, D0,D1,D2,D3,D4,D5,D6,D7
66228 ms, -1, 200, 167, 31, 39, 31, 39, 31, 128, 0
66283 ms, -1, 240, 12, 0, 39, 31, 39, 31, 128, 0
66338 ms, -1, 200, 167, 32, 39, 32, 39, 32, 128, 0
66394 ms, -1, 240, 12, 0, 39, 32, 39, 32, 128, 0
66449 ms, -1, 200, 167, 34, 39, 34, 39, 34, 128, 0
66505 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
66560 ms, -1, 201, 3, 210, 64, 0, 0, 0, 0, 0
66615 ms, -1, 200, 167, 36, 39, 36, 39, 36, 128, 0
66670 ms, -1, 205, 0, 0, 0, 0, 0, 0, 0, 0
66732 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
66787 ms, -1, 200, 167, 35, 39, 35, 39, 35, 128, 0
66842 ms, -1, 240, 12, 0, 39, 35, 39, 35, 128, 0
66897 ms, -1, 200, 167, 37, 39, 37, 39, 37, 128, 0
66953 ms, -1, 240, 12, 0, 39, 37, 39, 37, 128, 0
67008 ms, -1, 200, 167, 40, 39, 40, 39, 40, 128, 0
67063 ms, -1, 240, 12, 0, 39, 40, 39, 40, 128, 0
67119 ms, -1, 200, 167, 38, 39, 38, 39, 38, 128, 0
67174 ms, -1, 200, 167, 37, 39, 37, 39, 37, 128, 0
67245 ms, -1, 201, 3, 200, 63, 236, 0, 0, 0, 0
67306 ms, -1, 200, 167, 36, 39, 36, 39, 36, 128, 0
67361 ms, -1, 240, 12, 0, 39, 36, 39, 36, 128, 0
67417 ms, -1, 200, 167, 36, 39, 36, 39, 36, 128, 0
67472 ms, -1, 240, 12, 0, 39, 36, 39, 36, 128, 0
67527 ms, -1, 200, 167, 37, 39, 37, 39, 37, 128, 0
67582 ms, -1, 240, 12, 0, 39, 37, 39, 37, 128, 0
67638 ms, -1, 200, 167, 38, 39, 38, 39, 38, 128, 0
67693 ms, -1, 240, 12, 0, 39, 38, 39, 38, 128, 0
67748 ms, -1, 200, 167, 39, 39, 39, 39, 39, 128, 0
67804 ms, -1, 240, 12, 0, 39, 39, 39, 39, 128, 0
67865 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
67920 ms, -1, 240, 13, 0, 39, 41, 39, 41, 128, 0
67976 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
68031 ms, -1, 228, 0, 4, 0, 0, 39, 41, 128, 0
68086 ms, -1, 200, 167, 44, 39, 44, 39, 44, 128, 0
68142 ms, -1, 240, 12, 0, 39, 44, 39, 44, 128, 0
68198 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
68253 ms, -1, 240, 12, 0, 39, 43, 39, 43, 128, 0
68308 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
68364 ms, -1, 240, 11, 0, 39, 42, 39, 42, 128, 0
68419 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
68498 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
68553 ms, -1, 240, 12, 0, 39, 42, 39, 42, 128, 0
68623 ms, -1, 201, 3, 188, 64, 20, 0, 0, 0, 0
68678 ms, -1, 200, 167, 44, 39, 44, 39, 44, 128, 0
68733 ms, -1, 240, 12, 0, 39, 44, 39, 44, 128, 0
68790 ms, -1, 231, 1, 75, 1, 0, 0, 0, 128, 0
68844 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
68899 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
68955 ms, -1, 430, 27, 149, 0, 0, 0, 0, 0, 0
69010 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
69076 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
70132 ms, 1, 228, 0, 4, 0, 0, 0, 0, 0, 0
70188 ms, 1, 200, 167, 42, 39, 42, 39, 42, 128, 0
70243 ms, 1, 240, 12, 0, 39, 42, 39, 42, 128, 0
70298 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
70353 ms, 1, 240, 12, 0, 1, 0, 0, 0, 128, 0
70409 ms, 1, 420, 86, 0, 95, 0, 0, 0, 0, 0
70464 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
70518 ms, 1, 240, 11, 0, 64, 0, 0, 0, 0, 0
70574 ms, 1, 200, 167, 42, 39, 42, 39, 42, 128, 0
70629 ms, 1, 228, 0, 4, 0, 0, 39, 42, 128, 0
70690 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
70746 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
70801 ms, 1, 240, 13, 0, 64, 0, 0, 0, 0, 0
70856 ms, 1, 200, 167, 42, 39, 42, 39, 42, 128, 0
70912 ms, 1, 240, 12, 0, 39, 42, 39, 42, 128, 0
70967 ms, 1, 200, 167, 42, 39, 42, 39, 42, 128, 0
71022 ms, 1, 240, 12, 0, 39, 42, 39, 42, 128, 0
71094 ms, 1, 205, 0, 0, 64, 0, 0, 0, 0, 0
71148 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
71203 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
71259 ms, 1, 240, 12, 0, 64, 0, 0, 0, 0, 0
71314 ms, 1, 200, 167, 42, 39, 42, 39, 42, 128, 0
71375 ms, 1, 240, 12, 0, 39, 42, 39, 42, 128, 0
71431 ms, 1, 228, 0, 4, 0, 0, 39, 42, 128, 0
71486 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
71541 ms, 1, 240, 13, 0, 64, 0, 0, 0, 0, 0
71596 ms, 1, 200, 167, 45, 39, 45, 39, 45, 128, 0
71651 ms, 1, 240, 12, 0, 39, 45, 39, 45, 128, 0
71706 ms, 1, 200, 167, 45, 39, 45, 39, 45, 128, 0
71761 ms, 1, 240, 13, 0, 39, 45, 39, 45, 128, 0
71817 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
71872 ms, 1, 240, 12, 0, 1, 0, 0, 0, 128, 0
71933 ms, 1, 228, 0, 4, 0, 0, 0, 0, 128, 0
71989 ms, 1, 240, 12, 0, 0, 0, 0, 0, 128, 0
72044 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
72099 ms, 1, 240, 12, 0, 64, 0, 0, 0, 0, 0
72154 ms, 1, 430, 27, 150, 64, 0, 0, 0, 0, 0
72209 ms, 1, 240, 13, 0, 64, 0, 0, 0, 0, 0
72264 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
72320 ms, 1, 240, 12, 0, 64, 0, 0, 0, 0, 0
72375 ms, 1, 200, 167, 45, 39, 45, 39, 45, 128, 0
72430 ms, 1, 228, 0, 4, 0, 0, 39, 45, 128, 0
72485 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
72577 ms, 1, 240, 12, 0, 64, 0, 0, 0, 0, 0
72638 ms, 1, 240, 12, 0, 64, 0, 0, 0, 0, 0
72693 ms, 1, 200, 167, 44, 39, 44, 39, 44, 128, 0
72749 ms, 1, 240, 12, 0, 39, 44, 39, 44, 128, 0
72804 ms, 1, 200, 167, 44, 39, 44, 39, 44, 128, 0
72859 ms, 1, 240, 12, 0, 39, 44, 39, 44, 128, 0
72914 ms, 1, 200, 167, 44, 39, 44, 39, 44, 128, 0
72970 ms, 1, 240, 12, 0, 39, 44, 39, 44, 128, 0
73026 ms, 1, 200, 167, 44, 39, 44, 39, 44, 128, 0
73081 ms, 1, 240, 12, 0, 39, 44, 39, 44, 128, 0
73137 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
73198 ms, 1, 240, 12, 0, 1, 0, 0, 0, 128, 0
73252 ms, 1, 240, 12, 0, 1, 0, 0, 0, 128, 0
73308 ms, 1, 240, 12, 0, 1, 0, 0, 0, 128, 0
73363 ms, 1, 200, 167, 45, 39, 45, 39, 45, 128, 0
73418 ms, 1, 240, 13, 0, 39, 45, 39, 45, 128, 0
73474 ms, 1, 200, 167, 44, 39, 44, 39, 44, 128, 0
73529 ms, 1, 228, 0, 4, 0, 0, 39, 44, 128, 0
73584 ms, 1, 200, 167, 44, 39, 44, 39, 44, 128, 0
73639 ms, 1, 240, 11, 0, 39, 44, 39, 44, 128, 0
73695 ms, 1, 200, 167, 44, 39, 44, 39, 44, 128, 0
73750 ms, 1, 240, 12, 0, 39, 44, 39, 44, 128, 0
73811 ms, 1, 228, 0, 4, 0, 0, 39, 44, 128, 0
73867 ms, 1, 240, 12, 0, 0, 0, 39, 44, 128, 0
73922 ms, 1, 240, 13, 0, 0, 0, 39, 44, 128, 0
74004 ms, 1, 228, 0, 4, 0, 0, 39, 44, 128, 0
74058 ms, 1, 240, 13, 0, 0, 0, 39, 44, 128, 0
74114 ms, 1, 200, 167, 44, 39, 44, 39, 44, 128, 0
75169 ms, -1, 240, 11, 0, 39, 44, 39, 44, 128, 0
75225 ms, -1, 231, 1, 75, 1, 0, 0, 0, 128, 0
75280 ms, -1, 240, 13, 0, 1, 0, 0, 0, 128, 0
75335 ms, -1, 240, 13, 0, 1, 0, 0, 0, 128, 0
75390 ms, -1, 240, 12, 0, 1, 0, 0, 0, 128, 0
75469 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
75525 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
75580 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
75635 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
75691 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
75745 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
75800 ms, -1, 240, 11, 0, 0, 0, 0, 0, 0, 0
75855 ms, -1, 430, 28, 149, 0, 0, 0, 0, 0, 0
75911 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
75966 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
76021 ms, -1, 240, 11, 0, 0, 0, 0, 0, 0, 0
76082 ms, -1, 228, 0, 4, 0, 0, 0, 0, 0, 0
76137 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
76192 ms, -1, 200, 167, 33, 39, 33, 39, 33, 128, 0
76248 ms, -1, 240, 12, 0, 39, 33, 39, 33, 128, 0
76303 ms, -1, 200, 167, 33, 39, 33, 39, 33, 128, 0
76358 ms, -1, 240, 12, 0, 39, 33, 39, 33, 128, 0
76433 ms, -1, 205, 0, 0, 0, 0, 0, 0, 0, 0
76488 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
76544 ms, -1, 205, 0, 0, 0, 0, 0, 0, 0, 0
76599 ms, -1, 240, 13, 0, 0, 0, 0, 0, 0, 0
76654 ms, -1, 231, 1, 75, 1, 0, 0, 0, 128, 0
76716 ms, -1, 240, 12, 0, 1, 0, 0, 0, 128, 0
76770 ms, -1, 240, 12, 0, 1, 0, 0, 0, 128, 0
76825 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
76880 ms, -1, 240, 11, 0, 0, 0, 0, 0, 0, 0
76936 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
76991 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
77046 ms, -1, 433, 128, 6, 8, 1, 0, 172, 80, 0
77102 ms, -1, 240, 12, 0, 8, 1, 0, 172, 80, 0
77156 ms, -1, 240, 12, 0, 8, 1, 0, 172, 80, 0
77211 ms, -1, 240, 12, 0, 8, 1, 0, 172, 80, 0
77266 ms, -1, 240, 12, 0, 8, 1, 0, 172, 80, 0
77322 ms, -1, 240, 13, 0, 8, 1, 0, 172, 80, 0
77383 ms, -1, 228, 0, 4, 0, 0, 0, 172, 80, 0
77438 ms, -1, 240, 12, 0, 0, 0, 0, 172, 80, 0
77494 ms, -1, 240, 12, 0, 0, 0, 0, 172, 80, 0
77549 ms, -1, 240, 12, 0, 0, 0, 0, 172, 80, 0
77604 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
77660 ms, -1, 240, 13, 0, 0, 0, 0, 0, 0, 0
77714 ms, -1, 240, 11, 0, 0, 0, 0, 0, 0, 0
77769 ms, -1, 240, 11, 0, 0, 0, 0, 0, 0, 0
77838 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
77893 ms, -1, 231, 1, 75, 1, 0, 0, 0, 128, 0
77947 ms, -1, 240, 13, 0, 1, 0, 0, 0, 128, 0
78009 ms, -1, 420, 87, 0, 107, 0, 0, 0, 0, 0
78064 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
78119 ms, -1, 240, 13, 0, 0, 0, 0, 0, 0, 0
78175 ms, -1, 228, 0, 4, 0, 0, 0, 0, 0, 0
78230 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
78285 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
78340 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
78395 ms, -1, 240, 13, 0, 0, 0, 0, 0, 0, 0
78450 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
78505 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
78561 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
78622 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
78678 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
78733 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
78789 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
78844 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
78900 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
78955 ms, -1, 430, 28, 149, 39, 41, 39, 41, 128, 0
79010 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
79066 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
79121 ms, -1, 200, 167, 44, 39, 44, 39, 44, 128, 0
80183 ms, 1, 228, 0, 4, 0, 0, 39, 44, 128, 0
80258 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
80313 ms, 1, 240, 12, 0, 39, 46, 39, 46, 128, 0
80368 ms, 1, 200, 167, 43, 39, 43, 39, 43, 128, 0
80424 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
80479 ms, 1, 200, 167, 45, 39, 45, 39, 45, 128, 0
80534 ms, 1, 200, 167, 43, 39, 43, 39, 43, 128, 0
80590 ms, 1, 200, 167, 43, 39, 43, 39, 43, 128, 0
80646 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
80701 ms, 1, 201, 3, 170, 64, 20, 0, 0, 0, 0
80755 ms, 1, 200, 167, 42, 39, 42, 39, 42, 128, 0
80818 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
80873 ms, 1, 228, 0, 4, 0, 0, 0, 0, 128, 0
80927 ms, 1, 200, 167, 45, 39, 45, 39, 45, 128, 0
80983 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
81038 ms, 1, 200, 167, 45, 39, 45, 39, 45, 128, 0
81093 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
81149 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
81205 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
81259 ms, 1, 200, 167, 44, 39, 44, 39, 44, 128, 0
81315 ms, 1, 200, 167, 44, 39, 44, 39, 44, 128, 0
81371 ms, 1, 201, 3, 169, 64, 0, 0, 0, 0, 0
81449 ms, 1, 200, 167, 43, 39, 43, 39, 43, 128, 0
81505 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
81560 ms, 1, 201, 3, 170, 64, 0, 0, 0, 0, 0
81615 ms, 1, 200, 167, 44, 39, 44, 39, 44, 128, 0
81691 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
81746 ms, 1, 433, 128, 6, 8, 1, 0, 172, 80, 0
81802 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
81856 ms, 1, 200, 167, 43, 39, 43, 39, 43, 128, 0
81912 ms, 1, 200, 167, 43, 39, 43, 39, 43, 128, 0
81968 ms, 1, 200, 167, 44, 39, 44, 39, 44, 128, 0
82033 ms, 1, 228, 0, 4, 0, 0, 39, 44, 128, 0
82089 ms, 1, 200, 167, 44, 39, 44, 39, 44, 128, 0
82145 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
82200 ms, 1, 205, 0, 0, 64, 0, 0, 0, 0, 0
82254 ms, 1, 430, 27, 149, 64, 0, 0, 0, 0, 0
82310 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
82365 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
82420 ms, 1, 240, 12, 0, 64, 0, 0, 0, 0, 0
82476 ms, 1, 200, 167, 45, 39, 45, 39, 45, 128, 0
82531 ms, 1, 240, 12, 0, 39, 45, 39, 45, 128, 0
82586 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
82648 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
82703 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
82758 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
82813 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
82869 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
82924 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
82979 ms, 1, 240, 11, 0, 64, 0, 0, 0, 0, 0
83035 ms, 1, 200, 167, 43, 39, 43, 39, 43, 128, 0
83090 ms, 1, 240, 13, 0, 39, 43, 39, 43, 128, 0
83165 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
83220 ms, 1, 201, 3, 167, 64, 0, 0, 0, 0, 0
83281 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
83338 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
83393 ms, 1, 200, 167, 48, 39, 48, 39, 48, 128, 0
83448 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
83504 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
83559 ms, 1, 205, 0, 0, 64, 0, 0, 0, 0, 0
83614 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
83670 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
83725 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
83779 ms, 1, 240, 12, 0, 64, 0, 0, 0, 0, 0
83834 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
83896 ms, 1, 240, 12, 0, 39, 46, 39, 46, 128, 0
83951 ms, 1, 430, 28, 149, 39, 46, 39, 46, 128, 0
84007 ms, 1, 200, 167, 45, 39, 45, 39, 45, 128, 0
84063 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
84117 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
84173 ms, 1, 228, 0, 4, 0, 0, 39, 46, 128, 0
85228 ms, -1, 201, 3, 164, 64, 0, 0, 0, 0, 0
85283 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
85339 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
85394 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
85449 ms, -1, 240, 12, 0, 39, 43, 39, 43, 128, 0
85511 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
85592 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
85648 ms, -1, 433, 128, 6, 8, 1, 0, 172, 80, 0
85703 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
85758 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
85813 ms, -1, 200, 167, 37, 39, 37, 39, 37, 128, 0
85869 ms, -1, 240, 13, 0, 39, 37, 39, 37, 128, 0
85924 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
85979 ms, -1, 240, 11, 0, 0, 0, 0, 0, 0, 0
86034 ms, -1, 200, 167, 35, 39, 35, 39, 35, 128, 0
86089 ms, -1, 240, 13, 0, 39, 35, 39, 35, 128, 0
86152 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
86206 ms, -1, 200, 167, 32, 39, 32, 39, 32, 128, 0
86262 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
86317 ms, -1, 205, 0, 0, 0, 0, 0, 0, 0, 0
86372 ms, -1, 200, 167, 37, 39, 37, 39, 37, 128, 0
86427 ms, -1, 240, 12, 0, 39, 37, 39, 37, 128, 0
86482 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
86538 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
86593 ms, -1, 200, 167, 38, 39, 38, 39, 38, 128, 0
86648 ms, -1, 240, 12, 0, 39, 38, 39, 38, 128, 0
86710 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
86765 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
86820 ms, -1, 228, 0, 4, 0, 0, 39, 43, 128, 0
86876 ms, -1, 200, 167, 40, 39, 40, 39, 40, 128, 0
86931 ms, -1, 200, 167, 40, 39, 40, 39, 40, 128, 0
86987 ms, -1, 205, 0, 0, 0, 0, 0, 0, 0, 0
87056 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
87111 ms, -1, 200, 167, 38, 39, 38, 39, 38, 128, 0
87166 ms, -1, 205, 0, 0, 0, 0, 0, 0, 0, 0
87222 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
87277 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
87356 ms, -1, 200, 167, 38, 39, 38, 39, 38, 128, 0
87411 ms, -1, 200, 167, 40, 39, 40, 39, 40, 128, 0
87467 ms, -1, 231, 1, 75, 1, 0, 0, 0, 128, 0
87522 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
87577 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
87632 ms, -1, 200, 167, 40, 39, 40, 39, 40, 128, 0
87688 ms, -1, 240, 12, 0, 39, 40, 39, 40, 128, 0
87743 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
87798 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
87854 ms, -1, 430, 28, 149, 0, 0, 0, 0, 0, 0
87909 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
87970 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
88025 ms, -1, 200, 167, 43, 39, 43, 39, 43, 128, 0
88081 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
88135 ms, -1, 205, 0, 0, 0, 0, 0, 0, 0, 0
88190 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
88246 ms, -1, 231, 1, 75, 1, 0, 0, 0, 128, 0
88301 ms, -1, 190, 0, 0, 0, 0, 0, 0, 0, 0
88356 ms, -1, 240, 12, 0, 0, 0, 0, 0, 0, 0
88412 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
88482 ms, -1, 240, 12, 0, 39, 42, 39, 42, 128, 0
88538 ms, -1, 240, 12, 0, 39, 42, 39, 42, 128, 0
88600 ms, -1, 200, 167, 44, 39, 44, 39, 44, 128, 0
88655 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
88711 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
88766 ms, -1, 240, 12, 0, 39, 41, 39, 41, 128, 0
88821 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
88877 ms, -1, 240, 12, 0, 39, 42, 39, 42, 128, 0
88933 ms, -1, 200, 167, 42, 39, 42, 39, 42, 128, 0
88988 ms, -1, 240, 13, 0, 39, 42, 39, 42, 128, 0
89043 ms, -1, 200, 167, 41, 39, 41, 39, 41, 128, 0
89099 ms, -1, 240, 11, 0, 39, 41, 39, 41, 128, 0
89160 ms, -1, 200, 167, 44, 39, 44, 39, 44, 128, 0
89216 ms, -1, 228, 0, 4, 0, 0, 39, 44, 128, 0
90271 ms, 1, 200, 167, 44, 39, 44, 39, 44, 128, 0
90327 ms, 1, 240, 12, 0, 39, 44, 39, 44, 128, 0
90382 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
90437 ms, 1, 240, 12, 0, 39, 46, 39, 46, 128, 0
90492 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
90548 ms, 1, 240, 12, 0, 39, 47, 39, 47, 128, 0
90603 ms, 1, 200, 167, 47, 39, 47, 39, 47, 128, 0
90659 ms, 1, 240, 11, 0, 39, 47, 39, 47, 128, 0
90715 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
90765 ms, 1, 200, 167, 43, 39, 43, 39, 43, 128, 0
90820 ms, 1, 200, 167, 42, 39, 42, 39, 42, 128, 0
90891 ms, 1, 240, 11, 0, 39, 42, 39, 42, 128, 0
90946 ms, 1, 240, 11, 0, 39, 42, 39, 42, 128, 0
91001 ms, 1, 200, 167, 42, 39, 42, 39, 42, 128, 0
91057 ms, 1, 240, 12, 0, 39, 42, 39, 42, 128, 0
91112 ms, 1, 200, 167, 42, 39, 42, 39, 42, 128, 0
91168 ms, 1, 228, 0, 4, 0, 0, 39, 42, 128, 0
91224 ms, 1, 200, 167, 45, 39, 45, 39, 45, 128, 0
91279 ms, 1, 240, 12, 0, 39, 45, 39, 45, 128, 0
91340 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
91396 ms, 1, 240, 12, 0, 1, 0, 0, 0, 128, 0
91451 ms, 1, 200, 167, 42, 39, 42, 39, 42, 128, 0
91506 ms, 1, 240, 11, 0, 39, 42, 39, 42, 128, 0
91561 ms, 1, 200, 167, 44, 39, 44, 39, 44, 128, 0
91617 ms, 1, 228, 0, 4, 0, 0, 39, 44, 128, 0
91672 ms, 1, 200, 167, 44, 39, 44, 39, 44, 128, 0
91727 ms, 1, 240, 13, 0, 39, 44, 39, 44, 128, 0
91783 ms, 1, 200, 167, 45, 39, 45, 39, 45, 128, 0
91838 ms, 1, 240, 12, 0, 39, 45, 39, 45, 128, 0
91899 ms, 1, 228, 0, 4, 0, 0, 39, 45, 128, 0
91955 ms, 1, 240, 11, 0, 0, 0, 39, 45, 128, 0
92010 ms, 1, 200, 167, 42, 39, 42, 39, 42, 128, 0
92065 ms, 1, 228, 0, 4, 0, 0, 39, 42, 128, 0
92121 ms, 1, 200, 167, 46, 39, 46, 39, 46, 128, 0
92176 ms, 1, 240, 12, 0, 39, 46, 39, 46, 128, 0
92231 ms, 1, 200, 167, 44, 39, 44, 39, 44, 128, 0
92286 ms, 1, 240, 12, 0, 39, 44, 39, 44, 128, 0
92358 ms, 1, 200, 167, 44, 39, 44, 39, 44, 128, 0
92413 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
92469 ms, 1, 240, 12, 0, 1, 0, 0, 0, 128, 0
92530 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
92585 ms, 1, 240, 12, 0, 64, 0, 0, 0, 0, 0
92640 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
92696 ms, 1, 240, 11, 0, 39, 49, 39, 49, 128, 0
92751 ms, 1, 200, 167, 49, 39, 49, 39, 49, 128, 0
92807 ms, 1, 240, 13, 0, 39, 49, 39, 49, 128, 0
92862 ms, 1, 200, 167, 48, 39, 48, 39, 48, 128, 0
92917 ms, 1, 228, 0, 4, 0, 0, 39, 48, 128, 0
92973 ms, 1, 205, 0, 0, 64, 0, 0, 0, 0, 0
93028 ms, 1, 240, 12, 0, 64, 0, 0, 0, 0, 0
93082 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
93162 ms, 1, 240, 12, 0, 64, 0, 0, 0, 0, 0
93216 ms, 1, 228, 0, 4, 0, 0, 0, 0, 0, 0
