Time, RPM, AID, D0,D1,D2,D3,D4,D5,D6,D7
Time, RPM, AID, D0,D1,D2,D3,D4,D5,D6,D7
68464, 1408 rpm , 201, 5, 128, 62, 192, 0, 0, 9, 0
68554, 1391 rpm , 201, 5, 111, 63, 156, 0, 0, 9, 0
68624, 1399 rpm , 200, 167, 21, 39, 21, 39, 21, 128, 0
68698, 1421 rpm , 228, 0, 4, 0, 0, 39, 21, 128, 0
68784, 1463 rpm , 200, 167, 36, 39, 36, 39, 36, 128, 0
68934, 1552 rpm , 201, 6, 16, 67, 32, 0, 0, 9, 0
69023, 1616 rpm , 200, 167, 39, 39, 37, 39, 37, 128, 0
69184, 1720 rpm , 201, 6, 174, 65, 204, 0, 0, 10, 0
69248, 1762 rpm , 228, 0, 4, 0, 0, 0, 0, 10, 0
69313, 1785 rpm , 200, 167, 19, 39, 19, 39, 19, 128, 0
69434, 1805 rpm , 228, 0, 4, 0, 0, 39, 19, 128, 0
69523, 1802 rpm , 201, 7, 10, 63, 76, 0, 0, 5, 0
69624, 1759 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
69693, 1713 rpm , 200, 166, 217, 38, 217, 38, 217, 128, 0
69834, 1631 rpm , 228, 0, 4, 0, 0, 167, 0, 0, 0
69923, 1576 rpm , 201, 6, 27, 60, 224, 0, 0, 8, 0
70012, 1526 rpm , 200, 166, 239, 38, 239, 38, 239, 128, 0
70164, 1486 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
70233, 1497 rpm , 200, 167, 31, 39, 31, 39, 31, 128, 0
70393, 1569 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
70482, 1618 rpm , 201, 6, 82, 66, 188, 0, 0, 12, 0
70773, 1845 rpm , 4F1, 65, 1, 154, 255, 255, 100, 94, 94
70852, 1911 rpm , 201, 7, 111, 66, 168, 0, 0, 11, 0
70962, 1962 rpm , 200, 167, 32, 39, 32, 39, 32, 128, 0
71062, 2013 rpm , 201, 7, 225, 66, 88, 0, 0, 11, 0
71132, 2047 rpm , 201, 8, 0, 65, 244, 0, 0, 11, 0
71812, 2381 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
71891, 2454 rpm , 201, 9, 141, 66, 228, 0, 0, 12, 0
72022, 2541 rpm , 201, 9, 237, 66, 188, 0, 0, 12, 0
72091, 2597 rpm , 201, 10, 30, 66, 168, 0, 0, 12, 0
72283, 2717 rpm , 420, 140, 0, 240, 0, 0, 0, 0, 0
72350, 2768 rpm , 200, 167, 43, 39, 43, 39, 43, 128, 0
72461, 2822 rpm , 201, 11, 3, 65, 164, 0, 0, 12, 0
72761, 2947 rpm , 201, 11, 133, 65, 104, 0, 0, 11, 0
72856, 2972 rpm , 228, 0, 4, 0, 0, 0, 0, 11, 0
73070, 2980 rpm , 200, 166, 254, 38, 254, 38, 254, 128, 0
73140, 2954 rpm , 201, 11, 138, 62, 132, 0, 0, 7, 0
73210, 2915 rpm , 201, 11, 99, 61, 188, 0, 0, 7, 0
73380, 2815 rpm , 201, 10, 255, 61, 28, 0, 0, 7, 0
73482, 2747 rpm , 420, 140, 0, 244, 0, 0, 0, 0, 0
73549, 2688 rpm , 200, 166, 252, 38, 252, 38, 252, 128, 0
73620, 2651 rpm , 200, 166, 251, 38, 251, 38, 251, 128, 0
73759, 2593 rpm , 201, 10, 28, 62, 212, 0, 0, 10, 0
74040, 2605 rpm , 200, 167, 23, 39, 23, 39, 23, 128, 0
74170, 2659 rpm , 200, 167, 26, 39, 26, 39, 26, 128, 0
74390, 2750 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
74819, 2829 rpm , 201, 11, 14, 64, 40, 0, 0, 10, 0
75020, 2826 rpm , 201, 11, 12, 64, 60, 0, 0, 10, 0
75160, 2828 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
75229, 2838 rpm , 200, 167, 16, 39, 16, 39, 16, 128, 0
75398, 2850 rpm , 200, 167, 14, 39, 14, 39, 14, 128, 0
75718, 2868 rpm , 200, 167, 13, 39, 13, 39, 13, 128, 0
75833, 2879 rpm , 433, 128, 6, 8, 1, 0, 172, 80, 0
75928, 2885 rpm , 200, 167, 12, 39, 12, 39, 12, 128, 0
76268, 2859 rpm , 201, 11, 44, 62, 252, 0, 0, 9, 0
76589, 2750 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
76698, 2723 rpm , 201, 10, 168, 63, 76, 0, 0, 9, 0
76968, 2662 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
77378, 2643 rpm , 420, 140, 0, 5, 0, 0, 0, 0, 0
77578, 2658 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
77641, 2663 rpm , 228, 0, 4, 0, 0, 0, 0, 128, 0
77968, 2672 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
78102, 2670 rpm , 228, 0, 4, 0, 0, 188, 0, 0, 0
78167, 2669 rpm , 201, 10, 110, 63, 216, 0, 0, 9, 0
78266, 2670 rpm , 200, 167, 7, 39, 7, 39, 7, 128, 0
78336, 2669 rpm , 200, 167, 6, 39, 6, 39, 6, 128, 0
78667, 2671 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
78737, 2668 rpm , 200, 167, 7, 39, 7, 39, 7, 128, 0
78986, 2664 rpm , 201, 10, 104, 63, 236, 0, 0, 9, 0
79076, 2664 rpm , 200, 167, 7, 39, 7, 39, 7, 128, 0
79306, 2663 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
79390, 2667 rpm , 228, 0, 4, 0, 0, 0, 0, 128, 0
79474, 2675 rpm , 200, 167, 9, 39, 9, 39, 9, 128, 0
79575, 2678 rpm , 200, 167, 7, 39, 7, 39, 7, 128, 0
79886, 2677 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
79955, 2675 rpm , 201, 10, 115, 63, 156, 0, 0, 9, 0
80024, 2677 rpm , 201, 10, 117, 64, 20, 0, 0, 9, 0
80095, 2675 rpm , 200, 167, 6, 39, 6, 39, 6, 128, 0
80176, 2674 rpm , 201, 10, 115, 64, 0, 0, 0, 9, 0
80239, 2677 rpm , 228, 0, 4, 0, 0, 0, 0, 9, 0
80304, 2676 rpm , 200, 167, 7, 39, 7, 39, 7, 128, 0
80374, 2674 rpm , 200, 167, 7, 39, 7, 39, 7, 128, 0
80444, 2674 rpm , 200, 167, 7, 39, 7, 39, 7, 128, 0
80534, 2672 rpm , 201, 10, 113, 64, 0, 0, 0, 9, 0
80614, 2671 rpm , 200, 167, 7, 39, 7, 39, 7, 128, 0
80685, 2669 rpm , 201, 10, 110, 63, 216, 0, 0, 9, 0
80965, 2678 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
81044, 2677 rpm , 200, 167, 6, 39, 6, 39, 6, 128, 0
81233, 2686 rpm , 201, 10, 125, 64, 20, 0, 0, 9, 0
81698, 2652 rpm , 228, 0, 4, 0, 0, 121, 0, 0, 0
81763, 2614 rpm , 200, 166, 251, 38, 251, 38, 251, 128, 0
81843, 2579 rpm , 201, 10, 23, 61, 148, 0, 0, 6, 0
82184, 2385 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
82441, 2174 rpm , 430, 188, 17, 12, 34, 37, 0, 0, 0
82502, 2135 rpm , 200, 166, 210, 38, 210, 38, 210, 128, 0
82601, 2058 rpm , 200, 166, 209, 38, 209, 38, 209, 128, 0
82733, 1980 rpm , 200, 166, 207, 38, 207, 38, 207, 128, 0
83112, 1816 rpm , 200, 166, 242, 38, 242, 38, 242, 128, 0
83312, 1830 rpm , 200, 167, 0, 39, 0, 39, 0, 128, 0
83414, 1852 rpm , 200, 167, 3, 39, 3, 39, 3, 128, 0
83481, 1860 rpm , 200, 167, 4, 39, 4, 39, 4, 128, 0
83581, 1876 rpm , 200, 167, 4, 39, 4, 39, 4, 128, 0
84022, 1935 rpm , 200, 166, 253, 38, 253, 38, 253, 128, 0
84091, 1934 rpm , 200, 166, 254, 38, 254, 38, 254, 128, 0
84483, 1951 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
84612, 1951 rpm , 201, 7, 159, 63, 216, 0, 0, 10, 0
84850, 1951 rpm , 200, 166, 250, 38, 250, 38, 250, 128, 0
85012, 1953 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
85301, 1956 rpm , 200, 166, 249, 38, 249, 38, 249, 128, 0
85435, 1956 rpm , 228, 0, 4, 0, 0, 38, 249, 128, 0
85601, 1951 rpm , 201, 7, 160, 64, 0, 0, 0, 10, 0
85701, 1944 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
85771, 1944 rpm , 201, 7, 156, 63, 156, 0, 0, 10, 0
85834, 1944 rpm , 228, 0, 4, 0, 0, 0, 0, 10, 0
85910, 1949 rpm , 200, 166, 250, 38, 250, 38, 250, 128, 0
86160, 1941 rpm , 200, 166, 250, 38, 250, 38, 250, 128, 0
86240, 1946 rpm , 201, 7, 154, 64, 100, 0, 0, 10, 0
86411, 1955 rpm , 4EA, 0, 65, 12, 30, 144, 0, 0, 0
86710, 1978 rpm , 200, 166, 248, 38, 248, 38, 248, 128, 0
87059, 1981 rpm , 201, 7, 191, 63, 236, 0, 0, 10, 0
87149, 1991 rpm , 200, 166, 245, 38, 245, 38, 245, 128, 0
87260, 1985 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
87370, 1977 rpm , 420, 140, 0, 40, 0, 0, 0, 0, 0
87560, 1967 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
87730, 1959 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
87939, 1940 rpm , 200, 166, 250, 38, 250, 38, 250, 128, 0
88008, 1941 rpm , 228, 0, 4, 0, 0, 38, 250, 128, 0
88259, 1959 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
88333, 1958 rpm , 228, 0, 4, 0, 0, 0, 0, 128, 0
88657, 1961 rpm , 200, 166, 250, 38, 250, 38, 250, 128, 0
88768, 1958 rpm , 201, 7, 163, 63, 196, 0, 0, 10, 0
88848, 1952 rpm , 201, 7, 159, 63, 176, 0, 0, 10, 0
88997, 1963 rpm , 200, 166, 250, 38, 250, 38, 250, 128, 0
89417, 1960 rpm , 200, 166, 249, 38, 249, 38, 249, 128, 0
89497, 1948 rpm , 201, 7, 156, 63, 116, 0, 0, 10, 0
89608, 1952 rpm , 200, 166, 250, 38, 250, 38, 250, 128, 0
89797, 1957 rpm , 201, 7, 160, 63, 176, 0, 0, 10, 0
89917, 1942 rpm , 200, 166, 249, 38, 249, 38, 249, 128, 0
89987, 1944 rpm , 201, 7, 149, 63, 216, 0, 0, 10, 0
90057, 1954 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
90187, 1972 rpm , 200, 167, 23, 39, 23, 39, 23, 128, 0
90392, 2104 rpm , 228, 0, 4, 0, 0, 166, 0, 0, 0
90456, 2215 rpm , 200, 167, 101, 39, 101, 39, 101, 128, 0
90548, 2319 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
90637, 2503 rpm , 201, 9, 200, 73, 16, 0, 0, 17, 0
90726, 2683 rpm , 200, 167, 136, 39, 136, 39, 136, 128, 0
91091, 3186 rpm , 228, 0, 4, 0, 0, 184, 0, 0, 0
91217, 3242 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
91285, 3247 rpm , 200, 167, 7, 39, 7, 39, 7, 128, 0
91417, 3215 rpm , 228, 0, 4, 0, 0, 39, 7, 128, 0
91481, 3168 rpm , 228, 0, 4, 0, 0, 39, 7, 128, 0
91596, 3119 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
91816, 3003 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
91991, 2948 rpm , 228, 0, 4, 0, 0, 25, 0, 0, 0
92116, 2942 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
92291, 2974 rpm , 228, 0, 4, 0, 0, 106, 0, 0, 0
92616, 3035 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
92685, 3047 rpm , 201, 11, 231, 64, 180, 0, 0, 11, 0
92875, 3072 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
92955, 3078 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
93056, 3082 rpm , 228, 0, 4, 0, 0, 0, 0, 128, 0
93465, 3109 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
93734, 3116 rpm , 201, 12, 44, 64, 40, 0, 0, 11, 0
93854, 3117 rpm , 201, 12, 46, 64, 20, 0, 0, 11, 0
93955, 3123 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
94294, 3122 rpm , 200, 167, 9, 39, 9, 39, 9, 128, 0
94493, 3121 rpm , 200, 167, 8, 39, 8, 39, 8, 128, 0
94673, 3122 rpm , 201, 12, 49, 64, 20, 0, 0, 12, 0
94794, 3128 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
94974, 3157 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
95104, 3171 rpm , 200, 167, 12, 39, 12, 39, 12, 128, 0
95303, 3186 rpm , 200, 167, 13, 39, 13, 39, 13, 128, 0
95623, 3220 rpm , 201, 12, 149, 64, 140, 0, 0, 12, 0
95713, 3231 rpm , 200, 167, 14, 39, 14, 39, 14, 128, 0
95993, 3249 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
96082, 3261 rpm , 201, 12, 190, 64, 160, 0, 0, 12, 0
96552, 3290 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
96622, 3291 rpm , 201, 12, 220, 64, 80, 0, 0, 12, 0
96761, 3301 rpm , 200, 167, 13, 39, 13, 39, 13, 128, 0
96903, 3310 rpm , 201, 12, 240, 64, 60, 0, 0, 12, 0
97276, 3334 rpm , 228, 0, 4, 0, 0, 36, 0, 0, 0
97341, 3341 rpm , 200, 167, 11, 39, 11, 39, 11, 128, 0
97662, 3345 rpm , 420, 140, 0, 84, 0, 0, 0, 0, 0
97763, 3344 rpm , 4F4, 66, 75, 49, 50, 70, 57, 52, 49
98211, 3350 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
98280, 3352 rpm , 200, 167, 10, 39, 10, 39, 10, 128, 0
98662, 3363 rpm , 420, 141, 0, 88, 0, 0, 0, 0, 0
98860, 3363 rpm , 200, 167, 9, 39, 9, 39, 9, 128, 0
98936, 3364 rpm , 200, 167, 10, 39, 10, 39, 10, 128, 0
99000, 3366 rpm , 201, 13, 39, 64, 100, 0, 0, 12, 0
99069, 3365 rpm , 200, 167, 8, 39, 8, 39, 8, 128, 0
99140, 3366 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
99209, 3363 rpm , 200, 167, 8, 39, 8, 39, 8, 128, 0
99274, 3362 rpm , 228, 0, 4, 0, 0, 39, 8, 128, 0
99340, 3361 rpm , 201, 13, 33, 64, 0, 0, 0, 12, 0
99761, 3353 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
99829, 3356 rpm , 201, 13, 28, 64, 40, 0, 0, 12, 0
100311, 3351 rpm , 4EA, 0, 65, 12, 52, 102, 0, 0, 0
100418, 3356 rpm , 201, 13, 28, 64, 0, 0, 0, 12, 0
100538, 3363 rpm , 200, 167, 10, 39, 10, 39, 10, 128, 0
100688, 3362 rpm , 201, 13, 33, 64, 40, 0, 0, 12, 0
100799, 3362 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
101159, 3358 rpm , 420, 141, 0, 100, 0, 0, 0, 0, 0
101240, 3359 rpm , 200, 167, 9, 39, 9, 39, 9, 128, 0
101334, 3359 rpm , 228, 0, 4, 0, 0, 39, 9, 128, 0
101609, 3360 rpm , 228, 0, 4, 0, 0, 126, 0, 0, 0
101789, 3361 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
101878, 3363 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
102288, 3370 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
102388, 3373 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
102588, 3372 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
102661, 3369 rpm , 201, 13, 42, 63, 196, 0, 0, 12, 0
102743, 3370 rpm , 201, 13, 43, 64, 60, 0, 0, 12, 0
102959, 3374 rpm , 420, 141, 0, 108, 0, 0, 0, 0, 0
103308, 3372 rpm , 4EA, 0, 65, 12, 52, 175, 0, 0, 0
103417, 3375 rpm , 201, 13, 48, 64, 60, 0, 0, 12, 0
103958, 3371 rpm , 420, 141, 0, 113, 0, 0, 0, 0, 0
104547, 3378 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
105048, 3375 rpm , 430, 186, 18, 12, 52, 189, 0, 0, 0
105156, 3377 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
105355, 3376 rpm , 200, 167, 9, 39, 9, 39, 9, 128, 0
105424, 3378 rpm , 201, 13, 47, 64, 0, 0, 0, 12, 0
105625, 3376 rpm , 200, 167, 9, 39, 9, 39, 9, 128, 0
105825, 3375 rpm , 201, 13, 49, 64, 0, 0, 0, 12, 0
105894, 3378 rpm , 201, 13, 50, 64, 40, 0, 0, 12, 0
106115, 3378 rpm , 200, 167, 9, 39, 9, 39, 9, 128, 0
106184, 3380 rpm , 201, 13, 52, 64, 40, 0, 0, 12, 0
106385, 3379 rpm , 201, 13, 52, 64, 0, 0, 0, 12, 0
106854, 3375 rpm , 200, 167, 9, 39, 9, 39, 9, 128, 0
107064, 3374 rpm , 201, 13, 45, 64, 0, 0, 0, 12, 0
107144, 3376 rpm , 430, 186, 18, 64, 0, 0, 0, 12, 0
107404, 3374 rpm , 200, 167, 9, 39, 9, 39, 9, 128, 0
107494, 3376 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
107593, 3377 rpm , 228, 0, 4, 0, 0, 0, 0, 128, 0
107683, 3371 rpm , 201, 13, 43, 63, 196, 0, 0, 12, 0
107763, 3372 rpm , 201, 13, 46, 64, 20, 0, 0, 12, 0
107833, 3367 rpm , 200, 167, 10, 39, 10, 39, 10, 128, 0
108003, 3374 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
108083, 3372 rpm , 201, 13, 47, 64, 20, 0, 0, 12, 0
108173, 3374 rpm , 201, 13, 47, 64, 20, 0, 0, 12, 0
108353, 3377 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
108422, 3375 rpm , 200, 167, 9, 39, 9, 39, 9, 128, 0
108512, 3378 rpm , 200, 167, 9, 39, 9, 39, 9, 128, 0
108622, 3376 rpm , 201, 13, 47, 63, 216, 0, 0, 12, 0
108763, 3371 rpm , 201, 13, 44, 64, 20, 0, 0, 11, 0
108835, 3366 rpm , 430, 186, 18, 64, 20, 0, 0, 11, 0
109092, 3330 rpm , 200, 166, 252, 38, 252, 38, 252, 128, 0
109312, 3252 rpm , 201, 12, 168, 62, 152, 0, 0, 9, 0
109452, 3187 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
109553, 3143 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
109652, 3101 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
109735, 3056 rpm , 430, 188, 17, 1, 0, 0, 0, 128, 0
109801, 3033 rpm , 200, 166, 254, 38, 254, 38, 254, 128, 0
109931, 2992 rpm , 201, 11, 176, 63, 16, 0, 0, 10, 0
110053, 2943 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
110131, 2907 rpm , 201, 11, 91, 61, 248, 0, 0, 10, 0
110253, 2874 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
110353, 2846 rpm , 4EA, 0, 75, 1, 0, 0, 0, 128, 0
110431, 2818 rpm , 201, 11, 5, 62, 232, 0, 0, 10, 0
110553, 2793 rpm , 420, 141, 0, 141, 0, 0, 0, 0, 0
110691, 2772 rpm , 201, 10, 210, 63, 196, 0, 0, 10, 0
110821, 2754 rpm , 200, 166, 255, 38, 255, 38, 255, 128, 0
110891, 2735 rpm , 228, 0, 4, 0, 0, 38, 255, 128, 0
110965, 2730 rpm , 228, 0, 4, 0, 0, 0, 0, 0, 0
111291, 2675 rpm , 228, 0, 4, 0, 0, 218, 0, 0, 0
111390, 2660 rpm , 201, 10, 101, 63, 56, 0, 0, 10, 0
111700, 2600 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
112010, 2633 rpm , 200, 167, 19, 39, 19, 39, 19, 128, 0
112100, 2658 rpm , 200, 167, 21, 39, 21, 39, 21, 128, 0
112220, 2701 rpm , 201, 10, 136, 65, 44, 0, 0, 12, 0
112509, 2779 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
112589, 2806 rpm , 200, 167, 23, 39, 23, 39, 23, 128, 0
112740, 2846 rpm , 201, 11, 31, 64, 220, 0, 0, 12, 0
112889, 2880 rpm , 201, 11, 64, 65, 24, 0, 0, 11, 0
112999, 2893 rpm , 200, 167, 14, 39, 14, 39, 14, 128, 0
113468, 2896 rpm , 200, 167, 10, 39, 10, 39, 10, 128, 0
113873, 2912 rpm , 228, 0, 4, 0, 0, 128, 0, 0, 0
114059, 2934 rpm , 201, 11, 121, 64, 140, 0, 0, 12, 0
114199, 2949 rpm , 228, 0, 4, 0, 0, 17, 0, 0, 0
114288, 2955 rpm , 201, 11, 142, 64, 40, 0, 0, 11, 0
114378, 2964 rpm , 200, 167, 11, 39, 11, 39, 11, 128, 0
114628, 2979 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
114828, 2984 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
115145, 3001 rpm , 430, 186, 18, 12, 46, 238, 0, 0, 0
115307, 3008 rpm , 201, 11, 196, 64, 140, 0, 0, 12, 0
115387, 3016 rpm , 201, 11, 199, 64, 40, 0, 0, 11, 0
115487, 3016 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
115707, 3030 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
115836, 3037 rpm , 200, 167, 9, 39, 9, 39, 9, 128, 0
116587, 3058 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
116786, 3058 rpm , 200, 167, 8, 39, 8, 39, 8, 128, 0
116946, 3059 rpm , 200, 167, 8, 39, 8, 39, 8, 128, 0
117106, 3054 rpm , 201, 11, 236, 63, 236, 0, 0, 11, 0
117235, 3048 rpm , 200, 167, 8, 39, 8, 39, 8, 128, 0
117345, 3053 rpm , 430, 186, 18, 12, 47, 173, 0, 0, 0
117637, 3059 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
117705, 3056 rpm , 201, 11, 241, 63, 196, 0, 0, 11, 0
117785, 3058 rpm , 200, 167, 8, 39, 8, 39, 8, 128, 0
118264, 3054 rpm , 201, 11, 239, 64, 20, 0, 0, 11, 0
118459, 3058 rpm , 228, 0, 4, 0, 0, 200, 0, 0, 0
118525, 3054 rpm , 433, 128, 6, 8, 1, 0, 172, 80, 0
118814, 3052 rpm , 201, 11, 239, 64, 40, 0, 0, 11, 0
118965, 3052 rpm , 201, 11, 236, 64, 20, 0, 0, 12, 0
119034, 3052 rpm , 4EA, 0, 236, 64, 20, 0, 0, 12, 0
119114, 3049 rpm , 201, 11, 236, 64, 20, 0, 0, 11, 0
119185, 3053 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
119254, 3055 rpm , 201, 11, 238, 64, 20, 0, 0, 11, 0
119584, 3055 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
119654, 3054 rpm , 201, 11, 239, 64, 40, 0, 0, 11, 0
119995, 3054 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
120073, 3055 rpm , 201, 11, 237, 63, 216, 0, 0, 12, 0
120434, 3050 rpm , 433, 128, 6, 8, 1, 0, 172, 80, 0
120744, 3046 rpm , 430, 186, 18, 12, 47, 160, 0, 0, 0
120923, 3048 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
121233, 3047 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
121543, 3044 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
121645, 3041 rpm , 430, 186, 18, 12, 47, 133, 0, 0, 0
121706, 3033 rpm , 228, 0, 4, 0, 0, 133, 0, 0, 0
121782, 3013 rpm , 200, 166, 254, 38, 254, 38, 254, 128, 0
122253, 2727 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
122321, 2678 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
122391, 2635 rpm , 200, 166, 250, 38, 250, 38, 250, 128, 0
122471, 2587 rpm , 200, 166, 250, 38, 250, 38, 250, 128, 0
122541, 2547 rpm , 200, 166, 249, 38, 249, 38, 249, 128, 0
122667, 2488 rpm , 228, 0, 4, 0, 0, 38, 249, 128, 0
123091, 2211 rpm , 228, 0, 4, 0, 0, 177, 0, 0, 0
123155, 2158 rpm , 228, 0, 4, 0, 0, 177, 0, 0, 0
123232, 2103 rpm , 200, 166, 208, 38, 208, 38, 208, 128, 0
123300, 2053 rpm , 201, 8, 13, 61, 108, 0, 0, 9, 0
123465, 1939 rpm , 228, 0, 4, 0, 0, 112, 0, 0, 0
123530, 1877 rpm , 201, 7, 100, 61, 108, 0, 0, 9, 0
123620, 1823 rpm , 200, 166, 211, 38, 211, 38, 211, 128, 0
123701, 1776 rpm , 201, 6, 240, 61, 188, 0, 0, 9, 0
123769, 1734 rpm , 200, 166, 219, 38, 219, 38, 219, 128, 0
123840, 1703 rpm , 200, 166, 221, 38, 221, 38, 221, 128, 0
123930, 1668 rpm , 201, 6, 133, 62, 12, 0, 0, 9, 0
124000, 1636 rpm , 201, 6, 100, 62, 92, 0, 0, 9, 0
124090, 1607 rpm , 201, 6, 71, 62, 112, 0, 0, 9, 0
124160, 1566 rpm , 201, 6, 39, 62, 92, 0, 0, 8, 0
124230, 1551 rpm , 201, 6, 15, 62, 212, 0, 0, 4, 0
124300, 1533 rpm , 201, 6, 2, 63, 76, 0, 0, 0, 0
124389, 1482 rpm , 200, 166, 226, 38, 226, 38, 226, 128, 0
124460, 1450 rpm , 201, 5, 182, 61, 88, 0, 0, 0, 0
124530, 1410 rpm , 201, 5, 131, 60, 224, 0, 0, 0, 0
125101, 1025 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
125169, 964 rpm , 201, 3, 197, 61, 8, 0, 0, 0, 0
125288, 902 rpm , 200, 167, 12, 39, 12, 39, 12, 128, 0
125739, 714 rpm , 228, 0, 4, 0, 0, 65, 0, 0, 0
126040, 699 rpm , 420, 141, 0, 194, 0, 0, 0, 0, 0
126219, 713 rpm , 201, 2, 239, 63, 156, 0, 0, 0, 0
126698, 785 rpm , 201, 2, 247, 64, 60, 0, 0, 0, 0
127217, 736 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
127328, 722 rpm , 201, 2, 243, 63, 196, 0, 0, 0, 0
127697, 643 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
127861, 608 rpm , 228, 0, 4, 0, 0, 147, 0, 0, 0
128302, 618 rpm , 228, 0, 4, 0, 0, 170, 0, 0, 0
128736, 743 rpm , 200, 167, 56, 39, 56, 39, 56, 128, 0
129175, 751 rpm , 201, 2, 214, 64, 60, 0, 0, 0, 0
129626, 713 rpm , 201, 2, 213, 63, 236, 0, 0, 0, 0
129744, 699 rpm , 200, 167, 42, 39, 42, 39, 42, 128, 0
129845, 690 rpm , 200, 167, 42, 39, 42, 39, 42, 128, 0
129935, 681 rpm , 200, 167, 43, 39, 43, 39, 43, 128, 0
130044, 679 rpm , 200, 167, 44, 39, 44, 39, 44, 128, 0
130115, 679 rpm , 200, 167, 44, 39, 44, 39, 44, 128, 0
130214, 671 rpm , 200, 167, 45, 39, 45, 39, 45, 128, 0
130450, 663 rpm , 228, 0, 4, 0, 0, 43, 0, 0, 0
